Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33
Probe 2253	-0.690334	1.463391	-0.719739	-0.494064	-0.985355	0.251728	0.205364	-2.024251	0.477095	0.589457	1.871817	0.939425	0.822389	-0.962412	0.797153	-0.572016	-0.502153	-0.587576	2.007453	-0.320312	0.158497	0.997944	-0.344399	-1.119160	0.868685	-0.678050	0.167229	-0.866213	-0.090026	1.221228	-0.877893	0.638528	1.114300
Probe 2254	0.687920	0.262536	-0.636504	0.533625	-1.287141	-0.319085	0.360567	-1.236849	0.365125	-0.840561	-0.108047	0.260943	0.317802	0.424578	-0.261555	0.875200	1.167680	-0.321556	0.860268	0.233594	1.067819	-0.463154	1.153001	-1.926556	-0.026453	-0.956254	1.490031	-0.904674	-0.595686	-0.287521	0.626675	0.913955	-1.926556
Probe 2255	-0.240260	-0.240260	2.137832	2.493609	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	-0.240260	0.834921	-0.240260	-0.240260	1.151993	-0.240260
Probe 2256	0.804764	0.916581	0.555496	1.168478	0.500174	-1.414992	-0.771799	-1.060042	0.276399	-1.263781	-0.053173	-0.171813	0.198281	1.039914	0.438426	0.992838	0.947145	-0.455810	-0.696735	-0.461846	-0.100232	0.523560	0.952695	-0.310248	-0.244324	0.204998	1.306810	-0.315874	-0.943725	-0.333159	1.310626	0.055828	-0.604253
Probe 2257	0.321696	0.484369	0.309652	-0.100784	0.065452	-0.974641	-0.509563	2.577836	-0.394716	-1.629120	0.058735	-0.287959	-0.571048	-0.294759	-0.017284	0.233541	0.355961	-0.756646	0.161797	-0.030297	0.440616	0.232820	-0.155540	-0.537048	0.240952	-0.194241	1.321282	0.681767	0.299261	0.198415	0.472196	1.719814	-1.370020
Probe 2258	0.929325	-0.753820	-0.279735	1.843511	-0.753820	-0.753820	-0.753820	-0.753820	-0.753820	-0.753820	1.253626	-0.753820	-0.753820	-0.753820	0.885386	-0.753820	2.691112	-0.753820	1.679317	0.064513	-0.753820	-0.268391	-0.753820	1.938516	-0.753820	-0.753820	1.247920	-0.753820	-0.753820	-0.753820	-0.753820	1.634435	0.868420
Probe 2259	1.657415	0.767657	-0.438954	-0.438954	-0.438954	-0.438954	-0.438954	-0.438954	-0.438954	-0.438954	-0.006755	-0.363565	0.731311	-0.167547	0.890358	-0.438954	-0.438954	-0.438954	-0.438954	0.142074	-0.438954	-0.438954	0.966095	0.153596	-0.438954	-0.438954	2.749268	-0.438954	-0.438954	-0.438954	-0.438954	1.392751	-0.438954
Probe 2260	0.441034	1.375679	-0.831235	-0.440978	1.708987	0.127992	0.523241	0.260154	-2.368698	0.622676	1.071947	0.054614	-0.969170	0.504744	0.772570	-0.756669	0.114150	-2.368698	0.694398	0.355782	0.200013	1.286655	-2.141188	-0.139524	0.264659	-0.378124	0.172379	-1.119115	1.100132	0.182028	0.615658	1.210533	1.283426
Probe 2261	0.419258	0.293584	0.460357	0.750792	-0.945450	-0.604394	0.708447	-1.657929	-0.076889	0.299786	0.434684	0.205956	0.066056	-0.858893	-0.052582	0.524636	0.922216	-0.280621	0.443283	0.195213	0.990497	0.415374	1.508181	-0.798593	0.132201	-1.657929	0.677498	0.134952	-0.039684	-0.510043	0.416711	1.267805	0.267327
Probe 2262	0.937827	0.289628	-0.102415	0.329921	0.278916	-0.368339	-0.403001	-0.543943	0.316248	-0.396112	-1.228203	-0.486448	-0.448104	0.461213	0.310368	0.560320	0.742185	0.158102	0.028230	-0.007423	-0.283533	0.676663	0.294382	-0.099184	-0.455948	-0.026417	0.623671	0.033724	0.039811	-0.671458	0.815621	0.131503	0.461277
Probe 2263	1.298763	0.962347	0.926490	0.393425	0.581505	-1.525834	-1.525834	-1.525834	-1.525834	-1.525834	2.097117	-1.525834	-0.835074	2.269135	1.069965	1.104029	-1.388330	0.442057	1.578325	-0.663670	0.307782	-1.525834	1.420495	-0.611356	-1.525834	-1.067515	0.197959	-0.083109	0.164628	-1.525834	0.105200	0.909684	0.544201
Probe 2264	-0.744754	-0.111672	0.644434	0.169476	0.159243	0.072861	1.781070	-1.104157	1.951240	1.254596	0.387322	1.446474	1.217369	-1.104157	-0.257510	-0.484968	1.100610	-1.104157	0.539098	0.505011	1.694465	-0.422808	1.090785	-1.104157	0.506733	-1.104157	-0.085861	-0.415885	-1.104157	1.191184	0.338347	-1.104157	0.168634
Probe 2265	1.888452	1.265705	-1.570620	-0.721448	0.731125	-0.367373	1.080994	-2.275710	0.621924	0.417112	1.488066	0.371221	-0.019074	-2.275710	0.999596	-2.275710	0.105573	-0.502068	1.361961	1.158769	0.824206	-0.894509	0.174192	-0.115838	1.042075	0.187453	1.336500	-2.275710	0.862993	0.956778	-2.275710	0.772486	0.339804
Probe 2266	1.047903	0.281841	0.462601	1.103424	-0.687222	-0.433113	-0.190661	0.380818	0.281704	-0.379586	-0.144335	0.145204	0.195716	0.529732	-0.068596	0.909752	0.757660	-0.442088	0.050315	0.230369	-0.492511	-0.238258	0.675830	-0.384543	0.736769	-0.995736	0.679584	-0.880542	-0.392749	-0.308207	1.213138	0.261852	-1.611528
Probe 2267	-1.149273	-1.497146	-0.139432	1.592144	-2.078435	0.238134	1.902585	-2.078435	1.403449	1.286945	1.418840	0.284969	2.180819	-0.194232	-0.147359	1.289810	1.045893	0.377764	0.430049	0.106376	1.773748	0.360343	0.706584	-1.516259	0.274587	-2.078435	1.627349	0.237178	0.418263	0.779768	-2.078435	1.019571	-1.029463
Probe 2268	0.198561	0.290800	-0.245449	-0.113798	-0.521946	0.283399	0.442145	-0.303644	0.561074	0.078693	0.932541	0.221004	0.448525	-0.454620	-0.198766	0.706832	-0.049842	0.243811	1.585599	0.475721	-0.098567	0.093014	0.302934	-1.436475	0.356672	-1.296431	0.104828	-0.039230	-0.027028	0.064431	-0.059146	0.169058	0.288197
Probe 2269	1.250375	0.335086	0.245665	0.670371	-0.591926	-1.338261	-0.219517	0.366711	-0.547458	-1.552282	0.309094	0.281348	-0.162117	0.603281	0.026807	1.148057	1.287991	-0.256573	0.209484	-0.291864	-0.435026	-0.217952	0.669530	-2.690205	-0.085798	-1.271234	1.660755	-1.130666	-0.355991	-0.666890	0.942631	1.373952	-0.976954
Probe 2270	-0.066689	0.329407	0.323924	0.704241	-0.692633	-0.236921	0.514860	0.036698	0.945464	-0.090011	-0.044661	-0.118950	-0.254194	0.155810	-0.371767	0.545596	-0.255184	-0.496397	0.581177	-0.141320	0.144239	0.001210	0.784944	-0.877724	0.270389	0.550632	-0.270836	0.146771	-1.565826	0.214778	0.639435	0.152940	0.084404
Probe 2271	0.750556	0.303316	0.089517	1.443520	0.541526	0.503433	0.163043	-2.336253	-1.233736	0.674150	1.092309	0.102717	0.638715	-0.053184	-0.331177	-0.699319	0.728974	-0.823594	1.357278	-0.361659	-2.336253	-0.019930	1.361577	0.900152	1.049277	2.009853	-0.401124	0.157697	-0.597056	-0.061077	-1.939685	0.304768	-0.410997
Probe 2272	0.167100	0.762923	-0.655077	0.944802	-0.338308	-0.016739	0.149436	-2.176658	1.694042	0.184491	0.668000	0.935464	0.913713	0.618819	-1.245612	1.060260	0.095673	0.545975	1.286832	0.561057	0.244640	-0.045505	1.251417	-1.112380	1.482458	-1.710475	-0.037724	0.522253	-0.392640	-0.299654	0.049075	-0.242323	-2.566849
Probe 2273	0.325196	0.115900	1.317217	1.243498	-0.182401	0.326718	-0.102089	-0.837190	0.766426	-0.183037	-0.733954	0.082484	0.473577	1.692611	-1.218215	1.758269	0.252910	0.438328	-0.002746	-0.279942	-1.537428	0.371431	1.640210	-1.253712	0.629888	-1.654099	-0.136096	0.920929	0.936142	-0.123878	0.493645	-0.841570	-0.335971
Probe 2274	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886	-0.067886
Probe 2275	0.899799	-0.267423	0.590658	0.191792	-0.298845	-0.561472	-1.428371	0.860468	0.661172	-0.687606	0.995616	0.260181	-1.670049	0.845695	-0.632868	1.212215	1.079336	-0.586858	1.223243	0.118562	-0.632790	-1.846453	0.922258	0.108568	0.321184	0.402353	0.346298	-0.821253	-1.177598	-1.046772	1.492469	0.413492	0.899950
Probe 2276	0.338176	0.070474	0.489355	0.431683	-0.124040	-0.351873	-0.327231	-1.168069	0.272242	-0.677258	-0.068688	0.160111	0.357556	0.273534	-0.666233	0.711425	0.832225	-0.226940	0.269953	0.303000	-0.915029	0.980128	1.018143	-0.515711	0.449571	0.023288	0.163344	0.568254	-1.413362	-0.400669	0.251068	0.145719	-0.573732
Probe 2277	1.098838	1.950198	-0.725759	-0.725759	1.001486	-0.052886	-0.725759	-0.725759	-0.051943	-0.725759	-0.725759	0.154901	-0.725759	0.875050	0.871954	-0.555328	0.920403	-0.725759	-0.502956	0.240491	-0.536234	-0.416829	-0.382772	1.209606	-0.147584	-0.725759	2.494691	-0.725759	-0.725759	-0.095769	-0.725759	0.535630	0.262030
Probe 2278	0.317446	-0.430075	-0.362554	0.036323	0.676476	0.483512	-0.091237	0.332549	-0.112028	0.568478	0.683265	0.402850	-0.829860	0.095129	0.116578	-0.157802	0.116805	-0.738951	-0.601597	0.259751	-0.544778	0.635145	-0.780013	-0.411221	0.379896	-0.461361	0.271561	0.689519	-0.343389	0.565399	0.376259	0.363277	0.091731
Probe 2279	-0.344555	-0.344555	0.040446	2.812771	-0.344555	-0.344555	-0.344555	-0.344555	2.576400	-0.344555	-0.344555	-0.344555	0.818273	2.291242	-0.344555	-0.344555	-0.344555	0.225398	-0.344555	-0.344555	-0.344555	-0.344555	-0.344555	-0.344555	-0.344555	0.357258	-0.344555	-0.344555	-0.344555	-0.344555	-0.344555	2.593083	-0.344555
Probe 2280	0.224861	0.874539	-0.688392	-0.423817	-0.687402	1.019961	0.552122	-0.177211	0.869100	-0.270206	0.623503	-0.026593	0.199882	0.059690	0.114541	0.145525	0.047192	-0.136542	1.688781	0.026920	-0.148462	-0.068680	0.183460	-1.102197	0.686858	-1.679639	0.824511	-0.537277	-1.128770	-0.453639	-0.111261	0.626232	-0.017690
Probe 2281	-0.577940	2.098406	-1.147057	1.242418	0.132360	0.144900	-0.270844	-1.646828	0.049279	-1.646828	0.925951	1.591995	-0.318638	0.078891	0.092904	0.752942	-0.091012	-1.468453	0.699358	-0.144410	0.452312	0.883789	1.253108	-0.002616	0.160342	-0.618721	0.994826	-1.517366	-1.240953	0.466860	0.801829	-0.300550	-1.096824
Probe 2282	-0.301046	-0.301046	-0.301046	-0.301046	-0.301046	-0.301046	-0.301046	-0.301046	-0.301046	-0.301046	-0.301046	-0.301046	0.363624	0.424673	-0.301046	-0.301046	-0.301046	-0.301046	2.829371	-0.301046	-0.301046	-0.301046	3.773148	-0.301046	0.152800	-0.301046	1.087449	-0.301046	-0.301046	-0.301046	-0.301046	-0.301046	-0.174334
Probe 2283	1.264194	0.326292	0.344416	-0.240358	0.002884	-0.022802	-0.574321	-2.030764	0.542850	-0.642891	0.728370	0.341369	0.225703	0.569048	-0.593159	0.428258	0.222543	-0.620865	0.656661	0.186752	0.039151	0.054801	0.559069	-0.282431	0.255075	0.854489	-0.694207	-0.350743	-0.772498	-0.296780	0.597208	1.041451	0.115259
Probe 2284	0.583841	0.969537	-0.866959	-0.098776	0.409877	0.358288	0.428338	-2.116367	0.181122	0.259874	0.603006	0.437127	0.280771	-0.278705	0.412931	0.319720	0.013714	-0.530822	1.307339	0.670681	-0.320932	0.204097	0.358642	-0.118967	1.126118	-0.149944	0.526892	-0.713474	-1.051553	-0.047724	-0.073465	0.009403	-0.495091
Probe 2285	0.784967	0.311910	-1.292220	-0.547136	-0.460159	-1.054506	0.123637	2.093739	0.720398	-0.125442	1.758438	0.060703	0.481433	-0.506240	-0.660470	0.593570	-0.936076	-1.292220	1.527250	0.550020	0.470539	0.074814	-0.112731	-1.292220	0.948223	-0.746057	0.620542	-1.292220	-0.441431	0.007881	-0.327763	-0.187700	1.316537
Probe 2286	1.192971	0.471240	0.146238	0.884097	-0.374869	-0.832300	0.163633	-1.837936	0.279334	-0.004049	1.976941	-0.544824	0.573082	-0.361191	0.125132	0.419018	-0.549854	-0.744903	1.724280	1.524910	0.519259	-0.195838	0.577845	-2.096590	0.830420	-1.437450	1.284835	-2.037426	-0.544832	0.789307	-0.353664	0.696431	0.055871
Probe 2287	-0.348748	-0.348748	-0.348748	0.674190	-0.348748	-0.211728	0.558732	-0.348748	-0.348748	-0.348748	2.076170	-0.348748	-0.348748	-0.348748	-0.109783	-0.348748	-0.348748	-0.348748	2.913511	1.099578	1.756597	-0.348748	-0.348748	-0.348748	1.709170	-0.348748	-0.348748	-0.348748	-0.348748	-0.348748	-0.348748	-0.348748	-0.348748
Probe 2288	0.338270	0.602569	-1.960425	0.063134	-0.102218	0.403603	0.952138	-0.760155	1.046451	0.404867	0.273256	0.279630	0.389253	-0.602578	-0.469502	-1.148721	0.486760	-0.192498	0.899963	-0.174349	-0.073258	-0.159391	0.042605	-0.642680	0.972066	-0.209423	0.331992	-0.088437	-1.307980	0.547654	-0.671860	0.415049	1.019220
Probe 2289	1.479537	1.047140	0.669479	1.471191	0.108380	-0.204682	-0.928672	-1.803602	-3.138310	-1.385335	-0.857599	0.014537	0.228683	0.958620	0.476255	1.513602	1.343512	0.105345	-1.462484	-0.338771	-0.242237	1.147526	1.270613	1.067716	0.805989	0.738306	-0.353557	0.497848	-0.507466	-0.888203	1.559742	-0.057465	-3.915157
Probe 2290	0.468807	0.773959	-0.614058	-0.056163	0.301519	1.029363	-0.300042	-0.644726	-0.604618	-0.088977	0.638726	0.379843	0.384665	-0.195026	-0.000612	0.103644	0.012108	0.021566	0.934351	0.367537	-0.292081	0.312509	0.288138	-0.423911	0.885786	-0.551145	0.359081	-0.001749	-1.384481	0.373970	-0.182078	0.222388	0.543128
Probe 2291	0.489422	0.600307	1.631435	-1.000042	-1.000042	-1.000042	-1.000042	-1.000042	-1.000042	-1.000042	0.257382	-1.000042	-0.855974	0.902424	-0.140570	1.359680	-0.021846	-0.185900	-1.000042	-0.671594	0.797623	-1.000042	2.339970	-0.812545	-1.000042	-1.000042	0.831583	1.685295	-0.230891	-1.000042	-1.000042	1.824777	1.314875
Probe 2292	0.509994	1.096727	-1.803894	-0.440560	0.491060	0.371155	0.668565	-1.427092	1.290099	0.825705	1.542730	0.637323	0.051960	-0.964079	-0.394818	0.209509	-0.253762	-0.780322	1.521174	0.480472	-0.430435	0.066322	0.335920	-1.057620	1.945382	-0.481072	0.130329	-0.414375	-2.599092	0.499350	-0.631025	0.259005	1.121209
Probe 2293	-0.554679	-0.554679	1.172325	-0.554679	-0.283197	-0.554679	-0.554679	3.156816	-0.554679	-0.554679	-0.554679	-0.554679	-0.554679	3.206497	-0.554679	1.322178	-0.554679	-0.554679	-0.554679	-0.554679	-0.554679	-0.086845	2.489967	-0.554679	-0.554679	-0.554679	-0.518535	-0.554679	0.390969	-0.554679	-0.554679	-0.084704	-0.427967
Probe 2294	-0.578490	-0.578490	1.054922	1.053774	-0.578490	-0.578490	-0.578490	-0.578490	-0.578490	-0.578490	-0.057122	-0.578490	-0.578490	1.230261	-0.578490	1.173650	-0.578490	-0.578490	-0.578490	-0.578490	0.830086	-0.578490	2.935303	-0.578490	-0.578490	-0.578490	0.844329	1.568146	-0.578490	-0.578490	1.374471	1.611197	-0.578490
Probe 2295	2.051894	0.446619	0.895750	3.007476	0.364767	-0.295937	-0.597427	-2.506378	-0.621625	-0.398829	0.175275	-0.352987	-0.323191	1.132145	0.158623	2.269582	1.876289	-1.817314	-1.684221	-0.022546	-0.319776	0.344047	0.389510	0.762128	-0.153356	-0.383393	1.117682	-0.999070	-1.727380	-0.586882	0.470903	0.331203	-2.506378
Probe 2296	1.493693	-0.441463	0.754273	2.077389	-1.060621	-1.060621	-1.060621	-1.060621	0.791416	-1.060621	-1.060621	-1.060621	0.942729	2.410585	0.413300	2.487196	2.055411	0.589822	-1.060621	-1.060621	-0.299826	-1.060621	2.612988	0.524395	-1.060621	0.096644	1.563439	0.277593	-1.060621	-1.060621	2.185122	-1.060621	-1.060621
Probe 2297	0.271157	3.316221	-0.741147	-0.741147	2.158959	-0.741147	-0.356677	-0.741147	-0.192408	-0.741147	2.012979	-0.741147	0.101616	-0.741147	1.358842	-0.741147	-0.741147	0.260013	1.436203	-0.741147	0.339216	-0.741147	-0.741147	-0.741147	-0.741147	-0.741147	1.777888	-0.741147	-0.741147	-0.741147	-0.741147	0.269397	1.057713
Probe 2298	1.073043	0.785332	-0.449988	-0.489433	-0.937670	1.273546	1.697494	-1.453257	1.467698	0.812699	-1.453257	1.131047	0.898016	0.496807	-0.954533	0.597833	-0.802492	0.612223	1.815583	1.023544	-0.293235	-0.379954	0.678852	-1.453257	2.180897	-0.962948	-1.453257	-0.394617	-1.079515	1.576377	-0.194617	-0.174486	-0.163468
Probe 2299	-0.169503	-1.418970	2.747071	0.990693	-0.924437	-2.440024	-2.440024	2.573492	0.517273	-1.611786	-2.440024	0.690757	1.661890	3.368122	-1.877170	3.514600	0.096029	3.415937	-2.440024	-0.445599	-1.087730	-1.998990	3.868367	-1.262512	-0.176763	-0.700456	-2.440024	0.363725	2.382476	-0.113555	3.061621	2.480182	-2.440024
Probe 2300	1.866569	0.515973	0.467284	0.765079	0.967643	-0.459920	-0.694186	-1.210319	0.244001	-0.876009	-0.663348	1.031144	-0.147637	1.073424	0.716973	1.350651	0.458663	-0.323493	-0.286336	-0.398449	-1.176405	0.912353	0.788642	-0.638976	-0.207235	1.274052	-0.627714	-0.088218	-1.003947	-1.091968	1.152377	-0.860443	-1.202437
Probe 2301	-0.448066	-0.448066	1.293365	2.336374	-0.448066	-0.448066	-0.448066	-0.448066	-0.448066	-0.448066	-0.448066	-0.448066	-0.448066	1.395757	0.298585	-0.448066	0.500534	-0.448066	-0.448066	-0.448066	-0.448066	1.174865	2.584343	0.294230	-0.448066	-0.448066	-0.448066	-0.448066	-0.448066	-0.448066	1.519250	-0.448066	-0.448066
Probe 2302	1.533832	0.862182	1.530501	0.497352	-1.225215	-1.225215	-1.225215	0.898226	-0.478397	-1.225215	0.238113	-0.307507	-0.550052	0.704217	1.540296	0.793754	0.869021	-0.667136	0.861169	-0.183961	-1.170275	0.018013	0.423759	-1.225215	-0.387318	0.020919	1.274655	-1.225215	-0.897696	-0.146557	0.707406	0.773140	-0.414530
Probe 2303	1.885889	-0.588991	-0.588991	-0.588991	-0.588991	2.049506	-0.588991	-0.226449	-0.588991	-0.588991	2.190092	-0.588991	-0.588991	-0.588991	-0.588991	0.945634	0.344581	2.453236	-0.588991	1.242263	-0.588991	-0.588991	-0.588991	-0.588991	-0.588991	-0.588991	0.510769	-0.588991	-0.588991	-0.588991	-0.588991	1.269935	-0.588991
Probe 2304	0.469257	0.951688	0.645257	1.015208	0.489839	-0.828253	-0.372717	-2.522377	-0.714385	-0.380000	-0.373443	-0.514744	0.572919	0.734928	0.429420	0.770316	1.047391	0.162488	-0.386200	0.807194	0.622671	0.620282	0.871200	-0.632606	0.110592	-0.609381	1.583441	-2.079881	-0.343399	0.191581	0.875339	0.084247	-1.080899
Probe 2305	-1.331855	0.808588	-1.331855	-0.207277	-1.331855	0.132875	2.016740	-1.331855	1.168444	1.996890	1.157299	-1.331855	1.143176	-0.900970	-0.833131	0.577490	-0.275272	0.875317	2.149116	-1.331855	-1.331855	0.170955	-1.331855	-0.651843	-1.331855	-1.331855	0.360391	-0.811311	-1.331855	1.685692	0.867211	3.597323	1.652023
Probe 2306	-1.007901	-1.007901	0.876895	-0.788375	-1.007901	-0.671011	-1.007901	1.998708	0.320712	-1.007901	-1.007901	-1.007901	0.782739	-1.007901	-1.007901	-1.007901	0.020668	0.995449	-1.007901	-0.041651	1.494177	0.574730	3.474301	-1.007901	0.979509	-1.007901	-1.007901	-1.007901	-0.157112	-0.281403	3.858860	0.892791	-1.007901
Probe 2307	2.033500	0.974013	1.359620	1.857875	-0.418179	-1.171629	-1.171629	0.520167	0.790786	-1.171629	-1.171629	-0.118267	-0.141466	0.646772	-0.324982	1.908289	1.767597	-1.166091	-1.171629	0.398428	0.905580	0.242098	1.212385	-0.337494	-1.171629	1.203466	-1.171629	-1.149748	-1.171629	-1.171629	1.933191	-1.171629	-1.171629
Probe 2308	1.606278	-0.940139	0.035084	0.082802	-0.521906	0.057822	1.113355	-1.539781	-1.793389	1.428994	-0.643721	0.047106	0.283025	0.562171	0.179595	0.113033	1.443869	-1.793389	-1.793389	1.249454	0.093428	1.033077	-1.793389	-0.051092	-1.793389	1.330617	0.640693	-1.058947	-1.793389	-0.908959	-1.666660	0.676587	-0.826584
Probe 2309	1.229923	1.995631	0.427664	0.796411	-0.139049	-0.534773	-0.392313	1.476481	0.008778	-0.493980	-0.142306	-1.886717	0.759406	0.723382	0.697540	1.019704	0.695839	-0.885558	0.866705	0.156125	-0.772115	-0.216864	0.706699	-0.275504	0.067932	-0.352781	0.983561	-0.883572	-0.649180	-0.476853	0.367247	-0.631169	0.485182
Probe 2310	0.448169	0.520831	0.896978	0.629253	-0.088878	0.190742	-0.424637	0.954062	0.758925	-0.303406	-0.734311	0.258944	0.708267	0.924357	-0.129018	0.466067	1.108586	-0.152498	-2.348220	0.504922	0.051548	1.198199	0.721790	0.023502	0.214987	0.137336	0.316564	0.404565	-0.340534	0.412522	1.377050	-0.306797	-2.348220
Probe 2311	1.478491	-0.330611	0.915575	0.693623	0.048846	-1.270202	-1.270202	-1.270202	-0.216722	-1.270202	-0.227449	-0.216839	0.340831	1.512495	0.441516	1.548757	1.250849	0.508565	-1.270202	0.273179	-1.270202	0.215227	1.837621	-0.349725	-0.280302	0.009269	1.152618	-0.447629	-0.577134	-0.655414	0.702817	0.461967	-1.270202
Probe 2312	0.773350	0.928149	-0.220401	0.405695	0.157834	-0.842646	-1.106449	0.649731	1.072854	-1.774132	0.831416	2.003099	0.262929	0.197381	-0.314665	0.953573	-0.072776	-1.389166	1.004039	-0.063654	-0.248660	-0.463955	0.644245	-0.545814	1.008989	0.990636	0.234265	-0.671666	-0.955325	-0.080103	1.319827	-0.136232	-0.732754
Probe 2313	0.541138	1.043709	-0.459779	-0.751933	0.379369	1.044106	0.860923	-0.846480	1.148937	0.001959	1.246569	0.769194	-0.163587	-0.114171	0.076621	-0.470404	0.116244	-1.140512	1.782789	0.885495	0.431498	-0.108619	-0.044176	-0.968600	1.130391	-0.592706	1.140632	-0.374909	-1.011836	0.383290	-2.220483	-0.221228	0.806334
Probe 2314	1.545945	0.392328	0.610269	0.809170	1.197824	-0.951786	-0.951786	-0.951786	-0.039267	-0.951786	-0.951786	-0.951786	0.406016	0.742832	0.400390	2.344582	-0.033400	-0.951786	-0.162213	-0.951786	-0.491459	-0.139193	1.075700	0.606548	-0.951786	-0.022903	1.510073	-0.951786	-0.951786	-0.951786	-0.016241	0.461606	-0.951786
Probe 2315	0.833039	0.135148	0.595385	-0.994840	2.246097	-0.994840	-0.994840	-0.954226	-0.994840	-0.994840	2.204742	1.054818	-0.994840	-0.686440	0.924035	-0.994840	0.994299	-0.994840	2.142787	-0.897492	-0.994840	2.016050	-0.994840	-0.987253	-0.994840	-0.994840	1.663235	-0.994840	0.154341	-0.994840	-0.994840	-0.296719	2.674029
Probe 2316	-0.982815	-0.982815	-0.982815	-0.982815	-0.982815	0.369129	0.341174	-0.982815	3.124330	0.626414	2.330877	-0.470694	3.918935	-0.982815	0.711113	-0.982815	-0.456746	-0.982815	2.159837	2.215597	1.787774	-0.982815	-0.518266	-0.982815	2.071539	-0.982815	0.414913	-0.982815	-0.826060	2.095843	-0.982815	-0.982815	0.085989
Probe 2317	2.352012	2.212798	0.624691	0.879055	0.616721	-1.279470	-1.279470	-0.721007	0.185205	-1.279470	-1.279470	0.449651	-0.488830	2.082702	1.407281	0.536376	0.338769	-0.093360	-1.279470	0.365689	-1.155668	-0.560451	0.969351	0.655895	-1.279470	0.778829	-0.316082	-0.167390	-0.811401	-1.279470	0.418514	1.391482	-1.279470
Probe 2318	1.152119	0.999583	0.232622	0.958375	0.145176	-0.671723	0.650020	-1.766169	1.046527	-0.768759	1.576371	-0.663050	0.156339	0.394234	0.669328	0.372021	0.192200	-1.132233	1.146746	0.754353	0.086505	0.226251	0.390209	-0.670397	0.004053	-0.565496	1.045713	-0.849469	-0.721376	0.066089	0.135436	0.265075	0.197393
Probe 2319	0.496027	0.877345	-0.842582	0.517297	-0.533112	-0.195229	-0.824616	-1.062245	0.084104	-0.877721	0.858144	0.479185	0.507209	1.019191	-0.006144	0.972874	0.517901	-0.468833	1.208564	-0.243913	0.558292	-0.142239	0.775763	-0.538958	-0.594043	-1.062245	1.557876	-1.062245	-1.062245	0.003055	0.884934	0.640177	0.489522
Probe 2320	-0.396466	-1.881777	1.865027	3.902663	-1.881777	-0.021765	-0.505794	-1.881777	0.429290	-0.258167	-0.723304	0.845026	1.224989	1.453759	-0.334690	1.477944	0.840689	1.118285	-1.881777	-1.131796	1.100005	-1.881777	1.912693	-1.060409	-1.881777	-1.881777	0.888077	0.873809	0.848565	0.311847	0.922384	2.671203	-1.511875
Probe 2321	0.754803	1.768377	0.249034	0.500050	-0.795543	-0.795543	-0.795543	-0.795543	-0.795543	-0.795543	-0.795543	-0.795543	-0.795543	1.420966	-0.035151	2.238238	0.653358	-0.795543	-0.795543	-0.795543	0.385195	-0.795543	1.490861	0.426364	-0.795543	-0.553161	1.807716	-0.795543	0.452668	0.614322	2.449023	-0.795543	-0.795543
Probe 2322	1.187665	1.468449	1.329910	1.232136	0.489800	-1.634308	-2.668581	-0.733312	0.175851	-0.907900	-0.405791	-1.081262	0.835949	0.996189	0.963596	0.879251	1.056717	-0.428481	-3.151176	1.554381	0.166130	0.684750	1.093408	-0.781645	0.530720	-0.895704	1.564333	0.983137	-0.738960	0.465902	1.363967	0.714476	-3.151176
Probe 2323	-0.449072	-0.449072	-0.449072	-0.449072	-0.449072	0.400372	-0.449072	-0.449072	-0.449072	0.062310	1.283594	-0.449072	-0.449072	-0.449072	0.212273	-0.449072	1.765053	0.681997	-0.449072	0.866296	-0.449072	-0.449072	-0.449072	-0.449072	-0.449072	-0.449072	-0.449072	1.399973	3.040897	-0.449072	-0.449072	2.692340	-0.449072
Probe 2324	0.734780	0.923447	0.534853	-1.033311	-0.318612	0.652166	0.490322	-1.637448	1.103610	0.848864	1.259587	0.993206	0.936349	-0.040889	-0.273320	-1.405008	-0.512040	-0.605172	0.722853	0.541892	-0.847067	0.529065	0.766273	-3.002611	1.269371	-0.690555	-0.528697	-0.036475	0.340758	0.160509	-1.680043	0.460412	0.432724
