Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48
Probe 547	-0.362962	0.184238	-0.948647	-0.370838	-0.521734	-1.714417	1.105064	0.838674	-0.111372	-1.418073	1.764964	-1.847997	-1.243757	0.175850	-0.403578	1.604803	-1.188810	-0.285794	-1.056736	0.222392	0.176670	-1.324210	1.336403	1.086712	0.275200	1.471489	-1.487960	0.000000	-0.657517	-0.321682	-0.780862	1.822781	-1.018880	0.084578	-0.385251	-0.846278	-0.856302	0.187370	0.179895	1.051347	-1.282500	0.352617	-0.492692	-1.778474	-0.420928	-0.343364	-3.489286	0.884427
Probe 548	-0.747944	-0.268900	-0.077640	0.887092	-0.837522	-0.192017	0.594224	-0.061767	0.935663	-0.687417	-0.190056	-0.872040	-0.635915	1.573096	-0.043445	-2.472916	0.653764	-0.151752	-0.100581	0.584963	-0.688502	-0.016766	-1.575384	-0.088149	-0.494662	0.554979	-0.928249	-0.743092	-0.274982	-0.156566	-0.763991	-0.559178	-1.638366	0.000000	0.852209	-1.370304	0.000000	-0.596665	0.144050	-0.425393	0.968483	0.182807	-1.232398	-0.125133	-0.836187	-0.342518	-1.821050	-1.046543
Probe 549	0.447893	-1.077178	-1.199236	-0.194071	0.254479	-1.189497	1.359943	1.561985	-1.243854	-3.182036	0.714872	-0.813539	0.364210	-2.031882	2.269340	-2.057081	0.265598	-1.747723	-0.604993	0.665895	0.652677	1.962518	-1.242278	1.378244	-1.137221	1.229348	-1.789457	-0.568319	-0.403295	0.612480	-0.428648	1.006029	0.150437	0.000000	0.218277	-1.548340	-1.134749	-0.271469	-0.322571	0.672094	-1.455813	-0.522944	-1.027773	-0.930762	0.643156	-0.717143	-0.611435	-1.787810
Probe 550	-0.235513	-0.247509	0.658556	-0.674797	-0.600167	1.121991	-0.379372	0.255983	0.028359	-0.377298	0.692869	1.204381	-0.338525	-1.305671	0.004573	0.000000	0.575523	-0.039438	-0.271805	0.209671	0.385998	0.000000	-0.643338	-0.907573	-0.716928	-0.499400	-0.392577	0.000000	-0.615815	0.388385	-0.812488	-0.281145	-0.343058	3.969933	0.830873	-0.046096	0.445614	2.105795	-0.591360	0.151175	-0.307125	0.411029	0.040248	-1.399113	0.489714	-0.913520	2.157990	0.025324
Probe 551	-0.023353	-0.778772	1.373103	0.505517	0.218237	-1.259574	0.921828	2.153870	-0.862388	0.837447	0.687091	-0.484465	0.157129	0.951879	1.014055	0.000000	-0.219290	-0.685364	0.452660	-0.339442	1.141897	0.451146	-1.001006	-0.333717	0.463808	0.786656	0.055447	0.000000	-0.026967	-0.872539	0.760645	1.512742	0.985050	0.000000	0.000000	0.836074	0.102011	-1.374978	-0.228269	0.016252	-0.274860	-0.618590	0.128807	-1.864017	1.050840	0.715421	-1.931856	1.174221
Probe 552	0.391517	1.054651	0.654965	0.000000	-0.277429	0.000000	-1.603341	-1.502006	-0.246866	0.692443	-0.466044	-1.857459	-2.481969	-2.398895	-0.005901	-3.450720	0.002972	0.883480	1.285081	-2.081933	-0.481188	0.372659	-2.958321	-2.869480	-0.833654	-1.535353	-1.565453	-0.039142	0.448513	0.237121	-3.080463	-0.874469	-0.663745	1.838204	0.458258	0.787944	0.213461	-0.597271	0.199957	-1.093565	-1.954936	0.902067	-0.073293	-1.564493	-0.693232	1.463838	-2.301138	0.990655
Probe 553	-0.300442	-1.442875	-1.558303	0.345710	0.651200	-0.664592	1.602942	-0.904759	-0.767422	-1.164387	2.398699	0.135352	-1.082533	-0.161669	1.753434	-0.401403	0.836891	1.415247	0.272438	1.812899	1.416952	0.635600	-0.877180	-1.616515	-1.336079	1.355000	-1.306781	-0.899765	-0.969054	-0.931805	2.878601	1.190293	-0.154023	1.308587	0.000000	-1.494621	0.202617	0.541765	0.821628	1.553174	-2.969740	-0.936538	-0.779304	-0.792616	0.486376	-0.046294	-2.043432	-0.292782
Probe 554	0.907061	-0.345977	1.203120	-0.335749	-0.115516	1.073796	2.080798	1.552661	0.524447	-0.058613	1.041499	0.888524	0.345975	-0.635779	-0.063534	2.343954	-0.686258	0.854950	0.887299	1.568445	0.215961	-0.317491	-0.272923	-0.170701	1.195267	2.042824	0.901662	0.716828	0.571773	-0.470554	-0.047854	1.251798	0.206492	0.000000	0.765044	0.224977	0.578957	0.256404	0.753579	1.437785	-0.059774	0.041019	1.110447	-0.265758	1.186245	0.000000	0.209954	-0.370838
Probe 555	-0.448433	0.418684	1.837273	0.000000	0.849574	-0.388296	-0.080170	-0.021018	-0.321653	0.529832	1.792855	1.502312	0.193645	-1.003929	0.302104	-0.624005	0.437492	0.857633	-0.490202	0.104337	-0.178650	2.646363	-0.467332	-1.549298	-1.007993	0.079597	0.597680	0.109831	1.551079	-0.269944	0.319807	-0.019109	0.497685	0.000000	1.494088	-0.016879	0.776741	0.153560	0.156820	0.949103	-0.491727	1.290485	0.285402	0.705721	0.954453	0.076962	-1.162370	-0.112129
Probe 556	-0.879441	-1.190497	0.102074	-0.295834	0.231029	-2.806213	0.138801	0.376337	0.037383	-0.280865	0.406584	0.799159	0.240181	-0.971037	-0.041159	0.000000	1.010059	0.902653	0.143068	1.140094	0.611752	0.391224	-3.548822	-0.427003	0.068972	0.442761	0.456331	0.580601	0.621977	0.372618	0.600513	0.484386	0.110002	0.591510	0.931090	-0.126532	0.173982	1.508744	0.632974	0.411349	0.169281	0.717539	-0.387089	0.713427	-0.290468	0.496961	-1.212961	0.851096
Probe 557	-0.796841	0.252288	0.105300	-0.099536	-3.119366	0.712207	0.038582	0.190031	0.334174	0.118449	0.523254	0.683223	-1.894160	1.007881	-0.034677	0.128008	-1.170082	0.140834	0.307710	0.209247	-0.083927	0.231962	0.821870	0.375471	0.648597	0.162719	0.528589	0.301012	0.334274	-1.941000	0.620117	0.059334	-2.083295	0.435386	-0.007873	0.220649	-0.084633	0.216349	-0.755228	0.312213	0.765994	0.454692	0.306739	0.466407	0.426597	0.176228	0.073727	-0.237822
Probe 558	0.739833	1.022597	-2.781991	0.236298	0.319323	0.398659	0.574322	1.172316	0.146899	-1.469019	1.269880	-0.684054	-0.450621	0.460218	-0.455903	-1.685763	0.411592	-0.775522	-0.303211	0.208057	-0.152574	-1.790737	0.481834	-3.429813	0.745750	0.873376	0.251476	0.167281	0.690860	-0.546290	-3.130532	1.391973	-1.178019	1.178829	1.609450	0.303843	0.406236	0.198312	0.623499	1.014976	-0.535174	-0.554559	0.105226	-0.309585	0.142307	-0.064867	-0.254936	-3.277228
Probe 559	0.084397	0.217949	-2.102570	-1.742299	0.520701	-1.673101	1.253123	0.497189	0.925429	-3.613914	1.270770	-1.213813	0.155333	-1.656497	0.115765	-0.710182	0.754228	2.245277	0.359756	0.518938	0.441589	0.602679	-3.933956	-1.337745	0.114238	0.855966	-0.650292	1.219626	-2.476078	1.289822	-2.823122	0.689835	1.012236	-0.490063	1.596538	-2.662400	1.452758	1.085670	0.316613	1.489405	0.889475	-0.057395	0.314273	0.529046	-0.572706	-0.271543	-3.305209	0.992526
Probe 560	0.183011	0.054292	1.734426	0.169925	0.847588	0.619119	-0.126890	2.016814	1.069670	-0.559643	0.378100	0.576809	0.598843	0.364145	0.390689	0.505210	-0.808917	-0.806781	0.600300	-0.641218	1.851856	-0.501457	0.082390	-1.012504	0.469979	-0.068456	1.640636	-0.115756	0.887967	0.590971	1.204980	0.115873	-0.732211	-0.964911	0.272868	1.216565	0.327251	-0.591403	0.606049	0.231155	0.998801	0.568144	0.255893	-0.930198	1.040839	0.615804	-0.380640	-0.790899
Probe 561	-0.242902	0.586214	0.751687	-0.203505	0.005682	0.275985	1.503708	1.929611	0.140100	0.749532	1.574980	0.261855	-0.118286	1.248064	0.163957	0.303637	0.179950	0.699323	0.590701	1.191077	-0.012154	-0.022855	-0.179583	0.793065	0.529070	1.620732	0.101631	-0.818790	0.241376	0.475935	0.952874	1.224418	0.266177	-0.297905	1.092827	0.272585	0.277497	0.035142	-0.304311	1.936753	0.416959	0.044069	0.319789	0.751172	1.772117	-0.235915	-0.316236	0.047143
Probe 562	-0.096316	1.605400	-0.776633	-1.083948	1.190871	-3.190293	-1.944081	-2.920843	0.357635	-3.672498	-2.606613	-1.629687	0.320707	-1.194411	-2.142019	-2.064398	-0.439587	-0.091664	-0.739414	-1.284514	-1.126478	1.067361	-2.459798	-2.739456	0.836541	-2.107895	-2.552841	-0.755581	-1.496251	0.189355	0.195410	-1.579360	0.679573	-0.728748	-1.438445	-2.252368	-0.327562	-1.049383	1.054645	-1.583949	-3.219428	-0.928484	-1.484255	-3.916211	-2.030050	-0.507674	-2.684252	1.899387
Probe 563	-0.107840	-1.085651	1.546276	-0.411663	0.227695	-0.552384	-1.217815	-1.181049	-1.793877	0.728252	-0.689243	1.474188	0.276669	0.477265	-0.406728	0.000000	-0.248491	0.230644	0.443909	-1.390017	0.099849	-0.670111	-0.480943	0.750778	-1.039528	-0.833936	-0.104319	-0.025033	0.557290	0.910476	0.075563	-0.661175	0.149980	-0.221372	0.479610	0.715475	-1.183335	-0.004827	1.280652	-0.869744	-1.102703	1.041313	0.712983	-1.359637	-0.510042	0.081063	-0.228401	-0.764140
Probe 564	-0.642036	-0.691190	1.384628	-1.795335	1.238296	-0.862429	-0.021551	-0.751321	-0.462519	-1.087463	-0.301994	-2.126429	-0.504822	-1.566364	-0.018536	-0.973170	-0.092690	1.436446	-0.742089	0.560871	0.108205	0.351154	-1.177039	-1.391105	-0.269707	-0.115477	-1.750683	-0.199859	-0.664702	-0.553674	-1.085451	0.827361	-0.706683	-1.901415	-0.057913	-1.063811	0.225459	0.526705	1.045334	1.662942	-1.753668	-0.979542	-1.280736	-0.554638	0.913548	-0.911145	-1.561782	1.735913
Probe 565	-1.870566	0.798339	0.045448	0.695582	0.049423	-1.450047	-1.945552	-2.351778	1.834378	-3.810443	0.739786	1.908688	-2.054651	-2.277944	-0.078003	-2.273625	-0.027891	1.544064	0.448865	-0.947370	1.729387	-1.385578	-0.563596	0.135910	-2.141671	-0.390610	-3.128940	0.451047	-0.728810	0.348114	3.226426	-0.609383	-0.026049	0.000000	1.621791	0.808492	0.102445	0.579852	-0.072341	-1.126808	-1.996327	-1.633045	0.366681	-2.004730	-0.629149	1.256143	-3.630512	0.542008
Probe 566	0.916404	-1.067597	-2.552093	0.904184	-0.775409	-3.054894	-3.596924	-2.492196	-3.195303	-2.880520	1.472289	-3.941837	0.225543	-3.733004	-3.452082	1.419796	1.130604	3.187745	-3.678274	-0.492129	-2.457651	-3.527509	-4.064331	-3.509584	-3.422077	-3.707404	-3.538948	-1.574458	-2.102161	0.511005	-3.566177	-1.240063	1.807284	0.737757	0.162288	-2.834046	0.132544	1.284745	-0.968125	-0.467423	-3.584265	-3.224364	-3.376194	-2.584772	0.017044	-1.811711	-3.403837	-3.828584
Probe 567	-0.304635	-0.844546	-0.662927	0.102580	0.125242	-0.353192	-0.510235	-0.716534	-0.192285	0.345281	-0.683538	0.403558	0.143040	-0.067273	0.832831	-1.102696	0.649055	0.186533	0.516032	-0.132905	-0.200425	0.285757	-1.379464	0.480901	0.348370	-0.702166	-0.550319	-0.718002	0.071376	0.303917	0.382320	-0.677337	0.880453	-0.810327	0.074594	0.377534	0.986624	-0.360123	0.712446	-0.145154	-0.196364	-0.439676	-0.269536	0.475857	-1.463835	-0.638983	0.120450	0.352885
Probe 568	0.018935	-0.398192	-0.901436	-0.911012	-0.380966	-2.672286	-1.588899	-1.218062	-0.870355	-0.806130	-1.405700	-1.383542	-1.316590	-1.689891	0.012315	-0.454808	0.402746	1.763526	-1.273116	-1.145281	-1.458079	-0.251408	-2.264443	-2.050499	-0.962664	-1.511417	-1.060215	0.524652	-1.867962	-0.222800	-2.076900	-1.588431	-1.504013	0.000000	1.478165	-1.023133	0.895207	1.875470	-0.933382	-0.337088	-1.250614	-0.279607	-0.871393	-1.342610	-1.583014	-1.372875	-1.899108	2.001506
Probe 569	-3.886784	3.398207	-3.404808	-3.396715	-4.807870	-4.537296	-4.912171	-4.678635	-4.375735	-3.715893	-4.047702	-4.869858	-3.916168	-2.553401	-2.138194	-3.034451	-4.515700	-2.753117	-2.930976	-3.272023	-3.903038	-3.274481	-4.795975	-4.324091	-4.948601	-4.550285	-4.409763	-3.871844	-2.725206	-3.753105	-4.685380	-3.565979	-4.082762	-1.389567	-3.572357	-3.604862	-4.171855	-2.835924	-3.795975	-2.929033	-4.797013	-2.542855	-3.239379	-5.005849	-4.550285	-3.421751	-2.881356	-3.482767
Probe 570	0.270306	-0.095879	2.017724	-1.498104	-0.294125	-0.724750	2.163773	2.357734	0.951775	0.000000	1.192061	-0.011382	-0.974909	-0.893085	-0.752186	-1.163825	-0.679947	0.920233	0.106915	2.634226	0.359613	-1.173983	-1.035201	-0.030297	-0.096976	2.161745	-1.030049	0.119582	1.051644	-0.561755	-0.392888	1.904202	-0.439821	0.000000	0.151784	-0.220578	-0.815300	1.287782	-0.211121	1.223084	0.265874	0.562293	0.028770	-0.292984	1.458410	-0.319880	0.584963	0.049839
Probe 571	0.019856	-0.415514	0.657720	-0.865354	1.451661	-2.637040	-2.049172	-0.989217	0.122389	-0.013603	-1.050635	-0.225480	0.604545	-2.221981	-0.238220	-1.887127	-0.072625	1.101995	0.876519	-1.515121	-0.421964	-0.133535	-3.595519	-2.921149	0.054604	-2.273427	-1.544309	0.641596	0.454388	-0.247513	-0.773121	-1.096794	0.844999	-0.224509	-0.570540	-0.296330	-1.537478	-0.017132	0.760144	-0.422755	-1.942676	-1.379525	-0.589316	-0.909077	-2.308427	0.710759	-3.613104	2.107711
Probe 572	0.146750	-0.647749	3.113224	0.027672	0.658037	-0.286013	2.850972	1.902755	0.691626	1.453989	2.359852	1.317341	0.573413	-1.573141	-0.215645	-0.104623	0.368012	0.714148	0.028895	2.673132	0.830902	1.145385	0.052887	-0.250122	-0.843400	2.563189	0.392179	-0.034420	0.626806	0.606350	-0.030428	2.873935	0.397314	1.626815	-0.904335	-0.494895	0.225239	2.151186	0.101936	2.463523	-0.183672	0.823807	-0.129344	-0.437778	1.997749	0.589865	-0.730268	-0.283450
Probe 573	0.696014	-0.431879	0.461101	0.000000	0.412764	-1.157987	-2.079112	0.198600	-1.181817	-0.875906	0.492605	-0.798860	0.944812	-1.522555	-0.705823	0.580304	0.718680	0.974960	-0.525279	-0.006072	0.226244	-0.819698	-1.215479	-1.844371	-1.271998	-2.210952	0.085850	0.237337	-0.616306	0.027649	-1.037912	-0.529917	0.994857	0.543771	0.151733	-0.930098	-0.141363	0.330260	0.172481	0.521686	-1.658620	-1.246366	0.899145	-0.933369	0.031042	-0.064157	-1.100479	-0.145851
Probe 574	0.529557	-0.096296	0.198846	0.383657	0.173256	0.657457	-1.934297	0.142211	-0.234553	-0.834844	-1.228509	0.824428	-0.148443	-0.476457	0.089379	-2.704872	0.897535	-0.167049	1.148915	-1.252414	0.858557	2.143662	-1.214825	0.651332	0.273706	-2.184338	-0.155102	-0.236900	0.740162	0.699597	0.411298	-0.016731	0.599209	1.967943	0.864369	-1.737291	0.357336	0.528350	-0.165724	0.467779	0.734503	1.505884	0.014362	0.617710	-0.873664	0.169099	-2.202058	-0.112241
Probe 575	-1.235378	-0.572636	-0.575923	-0.967579	0.199376	-0.400197	-0.973377	0.191608	-1.258783	-0.119617	-1.193527	0.018003	-0.008744	-0.632877	1.001481	-0.019225	0.275601	-0.048427	0.052910	-1.285909	0.054816	-0.455162	0.360450	0.599787	-0.664223	-1.082036	0.035985	-0.450843	-0.863916	-0.650380	-1.732716	-1.863883	-0.122857	0.000000	0.000000	0.845992	-0.844582	-0.665278	-0.588780	0.454605	-0.941066	0.182109	0.077451	-0.284417	-0.703303	0.083379	-0.451575	1.199329
Probe 576	1.861474	-0.020813	0.108203	0.000000	0.883374	-3.291653	-0.238336	-2.480854	-0.105299	-1.748800	0.155874	-0.503097	0.786442	-2.266379	-1.103680	-2.741501	-0.327581	1.768885	-0.702340	-0.290940	-1.649916	0.373876	-3.136053	-3.400012	0.555007	0.088903	-1.389939	-0.342878	-0.442743	-0.247485	-3.298868	-1.096067	0.619147	-3.101619	-1.131634	-2.383868	1.106904	-1.254523	0.808691	-0.943165	-3.614975	-1.535200	-1.047038	-1.145573	-1.136488	-1.392969	-3.464467	1.727805
Probe 577	-4.066919	2.670211	-3.590285	0.000000	-4.306006	-3.776546	-5.152321	-5.277985	-4.759665	-4.788749	-2.587157	-4.706863	-3.557823	-4.865121	-3.452464	-3.732755	-4.353359	-2.200723	-3.949062	-3.873920	-4.382470	-4.555789	-4.996621	-4.365039	-5.902797	-5.792335	-5.028315	-2.173365	-3.916989	-4.302162	-4.779588	-3.887596	-3.584816	-3.907852	-5.718012	-4.145419	-3.856828	-4.087463	-3.515018	-4.104337	-4.841935	-3.429266	-4.368272	-7.080764	-3.350069	-2.441199	-3.630690	-3.197226
Probe 578	-0.279604	0.373394	0.508327	-1.459990	1.204358	-0.715494	0.094280	0.753163	0.422701	-0.272966	0.106271	0.545721	0.702960	-0.246325	-0.877993	0.250868	0.500282	0.458927	0.822040	1.045936	1.514032	0.413133	-3.509727	-0.668794	0.876948	0.308737	0.852476	1.036056	0.294670	0.399285	0.728600	1.490084	-0.519255	1.401680	0.624109	0.737698	0.106068	0.592469	0.170398	0.115693	2.438954	0.104359	1.291057	-0.375218	0.182982	1.013721	-0.518667	1.136803
Probe 579	-0.078618	-0.289927	1.234170	-2.608014	1.066991	-3.309236	-4.238787	2.439350	-2.776749	-1.621048	-0.524674	-0.083434	-0.175189	-3.505708	-1.687158	-2.829850	2.043447	0.377510	-0.967947	-2.326241	1.201371	-2.483044	-4.465801	-2.076982	0.529846	-4.214902	-3.487303	-0.094903	-1.514384	1.038617	-2.791145	-1.988082	1.179054	2.153333	-4.087463	-0.138098	-0.579162	-0.292474	0.227781	-0.181856	-4.132577	0.599335	-1.383212	0.826439	-3.475533	-0.688056	-3.885261	2.529019
Probe 580	0.267396	1.619201	-0.023995	-0.725049	0.285530	-1.441208	-2.304511	-2.276758	0.587011	0.074492	0.599612	-1.018513	-0.191133	-1.719453	-0.957730	-1.791241	0.566044	1.133297	0.353077	-0.503952	-0.088287	-1.466142	-0.889581	-1.705604	0.681470	-2.733496	-1.602304	0.530293	-0.789112	-0.306470	-2.103724	-0.555572	-0.008593	0.000000	0.614916	-0.428135	1.028323	0.248394	0.000000	0.703683	-0.373702	-0.494127	-0.412341	0.431716	-1.309165	-0.839002	-0.523721	0.972368
Probe 581	1.771781	-0.324720	0.446628	-0.859137	1.049831	0.337479	2.082143	-0.111345	0.594445	0.227749	0.430486	-0.489406	0.597400	-0.067042	0.532959	0.622665	-0.655334	-1.097568	1.553668	0.127850	1.074404	0.373989	0.063334	-0.526154	2.146841	1.773528	0.311394	0.063860	0.207014	-0.002972	0.706810	0.376310	-0.483148	-0.616533	-0.243121	-0.517904	-0.076086	-0.685921	0.976760	1.310776	0.325229	-0.300289	0.267723	1.882266	0.580039	0.471981	-0.102675	0.278983
Probe 582	0.906261	-0.719038	-0.228051	0.000000	0.346603	-0.478984	-1.556988	-0.979572	0.734262	-1.106960	1.553373	-0.410539	0.760812	-2.433091	1.052600	-1.987616	-2.032101	0.370544	0.720892	-1.183646	0.735372	1.394464	-0.765658	-1.235465	0.035420	-1.251444	-0.928668	-0.928003	0.784206	-4.858946	-1.368062	0.443047	2.202803	0.160006	-0.377051	-1.185890	-0.417375	1.117329	0.600685	0.634448	0.521314	0.394180	-0.591602	0.072617	-0.320381	0.158884	-1.880816	-0.320052
Probe 583	0.259995	-0.690759	-1.431984	-0.203322	0.666677	1.846060	1.354554	2.147267	-0.192108	-1.440959	1.758281	-0.594984	-0.468821	-0.858712	0.208686	0.000000	-0.128704	0.407526	0.261758	1.343975	-0.168141	0.212070	1.140171	-1.963278	0.568018	1.243566	-0.533432	1.019482	-0.440656	-0.263795	0.392042	1.507850	-0.259722	0.000000	0.000000	-0.743167	0.546002	0.814540	1.023943	1.716384	-1.460480	-0.392709	-0.513137	-0.334743	1.557083	-0.508079	-1.662871	1.377302
Probe 584	-0.445489	-1.833095	-3.340401	-0.383969	0.896495	-0.962382	-0.794601	-3.579707	-0.156753	-5.526434	-1.627523	-4.264245	-0.114687	-4.068135	-1.990985	-1.828179	1.467704	2.021856	-3.447697	-0.584540	1.041672	-2.014866	-1.064981	-4.702922	-0.747383	-0.565120	-4.435310	-0.541179	-3.106539	0.784246	-4.402616	-2.731139	0.971054	-3.010780	-0.994667	-3.148640	0.240835	-0.217084	0.287465	-3.511616	-4.526058	-0.706809	-3.649008	-6.183487	-2.688650	-1.203092	-4.168182	1.814735
Probe 585	-1.254082	1.561837	-0.590595	0.097363	0.525156	-1.093512	0.900667	-4.159967	-1.241135	-0.890228	0.733867	-0.675611	-0.689660	-0.773057	-0.162785	1.940710	0.864686	0.382380	-0.352535	0.881771	-0.413598	-1.511899	-1.711074	-0.686520	-0.578259	0.591763	-1.090010	0.549898	-0.309026	0.163173	-0.932313	0.643874	-0.920032	-0.709074	1.240681	0.146640	-0.621308	0.449739	-0.598589	0.286578	-0.351339	-0.204019	-1.485634	-0.405950	-0.383117	-0.739048	1.273043	0.157761
Probe 586	1.014622	-1.199329	-0.734762	0.000000	0.776940	-1.950350	-2.160987	-1.592035	1.325375	-2.026773	-1.907945	0.143402	-1.253506	-1.074710	-1.590814	-0.963926	-0.583206	-2.081974	1.430994	-1.651586	-1.924748	-2.082649	-1.879698	-1.602494	1.673460	-2.060511	-1.924882	0.501652	-1.563193	-0.473653	0.845798	-2.053289	0.427365	1.264957	-1.125072	-0.892959	0.335449	-1.667618	1.336944	-1.739406	-1.748132	0.306683	-1.033777	-1.615542	-1.759971	0.672621	-0.888436	1.186493
Probe 587	-0.878806	1.518487	-1.769477	-1.606297	0.509590	-1.497906	-2.718404	-2.098603	-0.090271	-2.040098	-1.600461	-0.753609	-0.359203	-1.748843	0.022220	-2.008890	0.012662	0.844469	-2.000478	-1.841935	-0.666474	-1.844525	-2.020970	-2.394652	-1.797126	-2.456448	-2.245979	0.525446	-1.686712	-0.695513	-3.106539	-1.765193	-0.256914	-1.300425	-1.032737	-1.725262	-1.004970	-0.237692	0.304521	-1.541969	-2.132329	-0.734578	-1.356485	-0.409578	-1.805147	-1.490986	-1.272798	-0.174819
Probe 588	-0.300553	0.326246	0.069793	-0.355883	0.582338	0.910245	1.625900	2.906052	-0.019872	0.482651	1.840383	0.349238	0.546505	0.031979	0.170516	0.902830	0.291919	-0.294867	0.059190	1.347523	0.402186	0.734799	0.444429	0.307763	0.618922	1.512552	0.419044	-0.551837	0.873371	0.598794	0.488728	0.486080	0.039588	0.472397	-0.076825	0.488541	0.087490	0.335699	0.288763	0.159707	0.398222	0.237488	-0.684577	-0.531113	1.243391	0.275090	-0.482417	0.734398
Probe 589	-0.211633	1.950933	-2.139808	-2.655943	0.862068	-4.348728	-3.142897	-3.558641	0.369823	-5.442943	-3.773955	-2.088923	1.298708	-0.586268	-2.335956	-2.897820	-1.100943	-0.388271	-1.283372	-3.063118	-1.529842	0.918598	-4.516203	-4.716442	-0.578967	-3.168844	-4.035228	-0.043032	-3.268996	-0.111804	1.172342	-3.868923	0.597034	-0.749259	-1.543232	-3.087463	-0.916933	-1.605237	0.497175	-2.780363	-3.535861	-2.390944	-2.501106	-5.873813	-2.552894	-0.454661	-2.906325	1.922805
Probe 590	0.235191	0.376239	-1.844427	0.342429	0.729492	-1.793605	-0.647150	0.410862	0.680848	-0.748961	-0.572481	1.567245	0.811097	-0.534777	-0.391123	0.000000	0.422085	-0.615275	0.140796	0.107081	0.968254	0.034543	-3.552541	-2.735430	0.385025	-0.257282	0.261073	0.075324	0.608221	0.240353	1.852941	-0.138795	-3.061842	0.697516	1.475387	-0.270272	1.414739	0.470208	1.173710	0.278334	-2.542592	0.957777	0.287324	-0.170793	-0.384565	0.772194	-1.837459	0.359702
Probe 591	0.403897	0.000000	0.991444	-0.222392	-0.403139	-0.650416	0.698939	-0.568284	0.641781	0.470891	-0.274815	-0.096047	0.263810	-1.609199	-0.007943	0.000000	-0.424753	1.309209	0.089198	0.139652	-0.151373	-0.620053	-1.388565	-1.974108	-0.969768	0.200493	0.600933	0.000000	0.943150	-0.611674	-2.012437	0.131891	1.058318	1.033947	0.000000	0.327961	0.489839	0.782016	0.031433	0.416424	1.793109	0.041669	0.725910	0.381731	-1.103354	0.280828	-1.187400	0.703198
Probe 592	-0.041494	0.001092	0.082710	0.529636	1.025786	-0.285899	0.913857	-0.303003	0.616789	-0.282072	1.131437	1.296495	0.578497	-2.305080	-0.617428	-0.227627	1.291105	1.066503	-0.178177	1.112210	0.630916	-0.073598	-0.078436	0.361779	0.356688	1.187090	-0.034183	0.540503	0.689419	0.672033	-0.138555	1.278090	1.122917	0.861024	0.685768	-0.170874	1.720792	1.510117	-0.045648	0.670528	-0.227286	-0.430894	0.054553	0.729259	0.591026	0.618735	-0.247712	0.415539
Probe 593	0.345542	0.463518	-1.068411	1.196184	0.532529	-1.482891	0.577354	-1.821384	0.432366	-2.127202	-0.743583	-0.341460	1.374473	-1.275556	0.237418	-0.942527	0.234251	0.378665	0.944764	0.495229	0.180354	-0.585298	-2.688268	0.220096	0.592606	0.503556	-2.565885	-2.058051	-0.217328	0.599422	1.435815	-0.882839	0.140406	1.545372	0.523972	-1.297336	1.572725	0.447089	0.693843	0.212931	-0.481493	-0.606447	-1.635456	1.439572	0.293054	0.999600	-0.585561	0.811527
Probe 594	-0.346677	-0.593783	0.645471	0.076588	-0.151258	0.062860	0.605821	1.708732	0.084640	0.432173	0.308849	-0.029984	0.137415	0.594379	0.223155	-0.113307	-0.378213	-0.478084	1.373313	0.038879	-0.074001	0.283793	0.469264	0.900873	-0.395612	0.585557	0.083885	-0.112754	1.472195	-0.203747	0.341706	0.272613	0.315381	1.693779	-0.336488	1.302168	-1.010350	-0.039583	0.445488	0.285606	-0.858467	0.226897	0.598637	-1.003231	-0.055726	2.024028	-0.308358	0.259171
Probe 595	-0.588815	0.051658	0.705944	-0.170300	1.166481	-0.105541	-1.372952	-1.008704	1.005260	0.598622	-0.663986	-0.282651	0.260334	-2.598489	-0.656046	-1.438338	0.683569	0.344190	-0.647884	-1.198203	0.507681	1.654194	0.422528	-0.025445	-0.926739	-1.209592	-0.072314	1.028826	1.005099	0.549457	-2.173431	-0.791837	1.107738	0.000000	0.487022	0.694187	-0.194988	0.077722	-0.762734	-0.479014	-1.690603	0.533695	-0.272033	-0.355287	-1.720477	-0.544877	-1.804465	1.025624
Probe 596	0.056504	-0.601622	-1.636175	1.304308	-0.669109	-1.751721	-0.363539	-0.846320	0.109690	-1.738875	0.689533	0.241926	-0.718714	-0.804650	0.806967	0.000000	0.147947	0.327575	-0.900288	1.135727	-0.993727	0.151631	-1.602526	-2.462219	-1.223730	-0.471101	-0.973318	0.000000	-0.725599	0.107739	1.358226	-0.673349	0.266190	0.000000	0.940212	-0.676593	-0.570798	1.258484	-0.354665	-0.506154	-1.988749	0.044168	-1.612014	-1.228106	-0.525925	-0.659972	-1.962505	0.785953
