Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62	Training experiment 63	Training experiment 64	Training experiment 65	Training experiment 66	Training experiment 67	Training experiment 68	Training experiment 69	Training experiment 70	Training experiment 71	Training experiment 72	Training experiment 73	Training experiment 74	Training experiment 75	Training experiment 76	Training experiment 77	Training experiment 78	Training experiment 79	Training experiment 80	Training experiment 81	Training experiment 82	Training experiment 83	Training experiment 84	Training experiment 85	Training experiment 86	Training experiment 87	Training experiment 88	Training experiment 89	Training experiment 90	Training experiment 91	Training experiment 92	Training experiment 93	Training experiment 94	Training experiment 95	Training experiment 96	Training experiment 97	Training experiment 98	Training experiment 99	Training experiment 100	Training experiment 101	Training experiment 102
Probe 160	0.889472	0.123379	0.366293	-0.210458	0.396246	0.939030	0.006201	0.920170	0.106796	0.527779	-0.624584	0.182138	-0.244289	0.758010	0.504298	-0.125984	1.146527	1.227965	0.158414	0.385331	0.210753	0.257036	0.527757	0.797244	-0.131271	0.731815	0.625720	0.432922	0.801554	0.850671	0.315670	0.566780	-0.808135	-0.104456	-0.288164	-0.071889	0.145547	0.419982	-0.695362	0.182505	-0.037087	-0.750172	-0.050976	0.150419	-0.315785	0.586045	0.234428	-0.393430	-0.706848	-0.213129	0.075793	0.833103	1.152359	0.194822	-0.843097	0.482214	-0.314258	0.095145	-0.040698	0.159205	0.164877	0.568755	0.713807	0.338723	-0.421600	0.900474	0.560795	0.877136	1.271842	-0.050467	0.439634	-0.088958	-0.352232	-0.150520	-0.105584	0.779575	-0.332340	0.145676	0.613280	0.159190	0.260252	0.493864	0.348800	-0.076103	-0.060369	0.120359	0.549607	0.160974	0.462609	0.889468	0.316474	-0.683593	1.072005	0.083945	0.106778	0.389995	-0.059794	0.515037	0.278400	-0.025414	-0.070578	0.067139
Probe 161	-0.020205	0.213052	0.146474	0.303268	0.352480	0.204798	-0.339430	0.510243	0.162009	0.251357	-0.109122	0.193445	-0.350518	0.004750	-0.063794	-0.255618	0.597025	0.529085	0.166775	0.217704	0.298538	0.399288	0.525735	0.323177	0.311760	0.486467	0.194061	0.099094	-0.008471	0.104844	0.106653	0.372565	-0.186882	0.203873	-0.236859	-0.434753	0.116434	0.119907	-0.068656	0.071691	-0.256004	-0.113602	0.249650	0.136268	-0.194465	0.054952	0.095897	-0.181676	-0.120896	-0.278316	0.305333	0.436797	0.588216	0.375293	-0.073267	0.292953	-0.148152	0.080180	0.079542	0.361480	0.125108	-0.029734	0.181956	0.127729	-0.136510	0.488893	0.000339	0.370508	0.588185	0.113792	0.103841	-0.306233	-0.078261	0.209176	0.232910	0.460358	0.462195	0.061771	0.569121	0.253920	0.131411	0.369367	0.088786	-0.375629	-0.414916	0.084905	0.009206	0.194069	0.401342	-0.024257	-0.050716	-0.104083	0.153239	0.156390	0.062226	0.494301	0.097294	0.114170	0.111157	0.187818	0.294813	0.196941
Probe 162	0.707758	0.373366	0.261003	0.508186	0.607411	0.785828	0.313461	-0.032114	0.200183	0.638383	0.302166	0.460987	0.249367	0.724951	0.172218	0.251983	0.477777	0.428703	0.286721	0.512926	0.548624	0.552598	0.378669	0.083855	0.566872	0.054629	0.640935	0.288018	0.707454	0.628006	0.309130	0.305213	0.274420	0.295442	0.287802	0.290479	0.191397	0.242351	0.327288	0.314229	0.440714	0.339186	0.263478	0.433436	0.314213	0.240788	0.146823	0.324091	0.277229	0.329169	0.550751	-0.017718	0.390702	0.499220	0.307470	0.577139	0.352396	0.144777	0.152229	0.538743	0.294936	0.728721	0.634949	0.237611	0.334791	-0.045430	0.249260	-0.036383	0.366069	0.163207	0.264490	0.363796	0.306375	0.308051	0.582883	0.069895	0.491262	0.225154	0.368449	0.488124	0.152565	0.218737	0.251455	0.316286	0.320352	0.218337	0.279047	0.227552	0.291532	0.650126	0.404454	0.317532	0.731756	0.208854	0.195432	0.337516	0.195866	0.263251	0.311743	0.324228	0.294413	0.303568
Probe 163	0.260578	-0.089572	0.065245	0.208886	0.272229	0.196528	0.172562	0.099403	0.365841	0.319113	0.168996	0.039845	0.175418	0.141438	0.541412	0.020071	-0.219094	-0.152251	0.373159	0.018177	0.094993	0.111960	0.206351	0.216225	0.266791	0.228222	0.188736	0.535060	0.267180	0.202982	0.269204	0.248685	0.107336	0.247821	0.163505	0.121690	0.325618	0.161776	0.144831	0.062371	0.194704	0.178867	0.242210	0.117028	0.275254	0.592630	-0.036062	0.256661	0.135901	0.189380	0.135422	0.130666	-0.295624	0.072249	0.126906	0.278472	0.291838	0.350824	0.412901	0.216499	0.224186	0.173917	0.164457	0.096344	0.228386	0.105386	0.489604	0.120590	-0.209167	0.407756	0.519109	0.192859	0.253543	0.260789	0.236380	0.297306	0.149579	0.272945	0.301862	0.069988	0.082439	0.093702	0.121714	0.121279	0.160836	0.277639	0.529001	0.165622	0.201248	0.204725	0.072949	0.212858	0.061569	0.392783	0.282027	0.236110	0.434427	0.558346	0.178966	0.295666	0.232670	0.300840
Probe 164	-0.188358	-0.099248	0.236032	0.296832	0.305803	-0.205771	-0.094864	0.199667	0.332850	0.074754	0.122681	0.253482	-0.227754	-0.241663	0.207288	-0.188821	0.275091	0.053875	0.229836	0.262923	0.102909	0.156167	0.126964	0.100504	0.352279	0.346320	0.089898	0.100178	-0.060510	-0.194452	-0.021110	0.193186	-0.067559	0.105867	-0.263253	-0.069936	0.333423	0.316358	0.043769	0.210868	-0.058752	-0.015591	0.152893	-0.065060	-0.216621	0.222474	0.315268	-0.135444	-0.099474	-0.382215	0.295610	0.279603	0.349846	0.105564	0.065438	0.201231	-0.248962	0.395346	0.403568	0.321027	0.242672	-0.253055	0.098401	0.263254	-0.332974	0.140475	0.187550	0.255204	0.207283	0.418736	0.126189	0.102295	-0.240006	0.153201	0.270579	0.269318	0.333862	0.266474	0.031104	0.208943	0.185112	0.314174	0.280945	-0.179161	0.007928	0.251275	0.109164	-0.030723	0.257636	-0.150800	0.265074	-0.064303	-0.283516	0.304121	0.199320	0.108308	0.463075	0.241202	0.252859	0.132800	0.106391	0.144769
Probe 165	0.646794	0.562144	0.696267	0.710352	0.737771	0.545308	0.621686	0.476673	0.867103	0.719835	0.617201	1.108315	0.267454	0.666191	0.977586	0.365908	0.611430	0.510998	0.740625	0.995677	0.798002	0.996014	0.931938	0.499893	0.835372	0.450159	0.837007	0.861247	0.727544	0.542276	0.680426	0.986517	0.635034	0.731274	0.548059	0.474549	0.852526	0.789325	0.521726	0.613853	0.636539	0.678234	0.642770	0.579834	0.502572	0.961448	0.725807	0.478399	0.573776	0.521944	0.678540	0.480617	0.806507	0.890164	0.672423	0.761966	0.445341	0.909135	0.911430	0.702615	0.613120	0.492443	0.792355	0.717173	0.461241	0.459809	0.955846	0.540601	0.647875	0.961616	0.957674	0.508817	0.425253	0.665020	0.772940	0.406521	0.669403	0.694082	0.829007	1.100589	0.797248	1.355088	0.806671	0.446748	0.584272	0.601563	0.918450	0.626875	1.108741	0.655138	1.163168	0.614480	0.528007	0.886065	0.633276	0.910299	0.823756	0.824910	0.724776	0.651851	0.678781	0.690804
Probe 166	0.953148	1.157823	1.352777	1.496617	1.470037	0.825970	0.986526	0.836465	1.659457	1.329550	1.337775	1.343656	1.054905	0.976295	1.661698	0.861642	1.035013	1.015284	1.398785	1.196423	1.447143	1.297587	1.133873	0.887467	1.559961	1.060043	1.335646	1.631766	0.960714	0.814095	1.241137	1.324158	1.250356	1.505438	1.063647	0.928896	1.576464	1.340473	1.368254	1.234157	1.141440	1.289604	1.382262	1.027867	1.144412	1.667093	0.944561	1.141477	1.283342	1.211533	1.481311	0.907642	1.066717	1.258136	1.427117	1.444611	1.218675	1.699849	1.689519	1.448915	1.236317	0.992116	1.255903	1.330940	1.148665	0.779869	1.609904	0.817160	1.046525	1.663679	1.572486	1.047538	1.208735	1.414893	1.446585	1.015975	1.462628	1.294882	1.316338	1.316495	1.289169	1.399214	1.396082	0.868801	1.026463	1.285745	1.574353	1.240215	1.353297	0.892823	1.327155	1.372015	0.781918	1.637917	1.284234	1.390862	1.659712	1.691070	1.366706	1.456936	1.448676	1.451359
Probe 167	-0.664360	-0.832034	-0.683411	-0.138979	-0.260187	-0.542115	-0.612801	-0.742467	-0.618405	-0.209245	-0.884263	-0.584749	-0.707217	-0.637977	-0.296372	-0.586476	-0.825577	-0.873024	-0.383758	-0.614919	-0.318895	-0.506129	-0.829615	-0.993642	-0.144095	-0.801265	-0.240739	-0.127206	-0.622639	-0.566496	-0.776231	-0.748736	-0.761353	-0.698813	-0.804182	-0.635588	-0.671609	-0.701858	-0.574024	-0.706915	-0.530759	-0.790554	-0.713385	-1.241849	-0.668488	-0.187424	-0.543878	-0.584593	-0.757147	-0.764827	-0.328254	-1.034581	-0.775104	-0.543402	-0.777034	-0.208016	-0.681173	-0.631438	-0.651896	-0.151605	-0.401080	-0.710416	-0.307284	-1.068857	-0.739492	-0.886922	-0.364135	-0.831652	-0.916801	-0.649181	-0.299589	-0.637017	-0.900207	-0.729078	-0.175293	-0.877875	-0.105623	-0.428586	-0.802090	-0.532095	-0.573888	-0.413165	-0.671177	-0.709122	-0.653953	-0.356411	-0.416673	-0.708045	-0.513495	-0.607270	-0.610076	-0.812332	-0.636469	-0.607612	-0.401302	-0.814697	-0.568180	-0.329924	-0.694175	-0.682400	-0.671754	-0.699604
Probe 168	0.976817	0.603382	0.863434	0.034046	0.265392	1.150521	1.104421	1.185046	0.452290	0.332429	0.018888	1.016672	0.943664	0.946519	0.657811	1.277272	1.135437	1.218312	0.497129	1.032811	0.250926	0.890947	0.688240	1.085002	0.049764	1.055457	0.405631	0.546796	0.934011	0.986433	0.512777	0.704854	-0.120561	0.305807	0.880123	1.082701	0.478807	0.849217	-0.152404	0.734501	0.930590	-0.164606	0.292623	0.643808	0.749580	0.765030	0.602478	0.940601	-0.080905	0.853065	0.035476	1.144207	1.057380	0.827948	-0.194483	0.370970	0.751378	0.423271	0.230405	0.106472	0.553087	0.749520	0.499870	0.851680	0.807417	1.167792	0.673026	1.163000	1.198912	0.312898	0.594402	0.940358	0.816485	0.248374	0.040732	1.041270	-0.098230	0.567115	0.721251	0.944884	0.793009	0.663674	0.835299	1.252073	1.060118	0.538683	0.714067	0.604359	0.563845	1.050541	1.099760	-0.141905	1.221971	0.475209	0.479460	0.573108	0.302319	0.646780	0.753516	0.331542	0.333723	0.360306
Probe 169	0.524062	0.320181	0.692445	-0.456049	-0.137315	0.620804	-0.335926	0.021378	-0.213433	0.313857	-0.035939	-0.516664	0.010122	0.497865	0.162378	-0.289750	-0.140762	-0.322131	0.450638	-0.455480	-0.120399	-0.573467	0.565022	0.206660	-0.250182	0.004283	0.489302	0.036289	0.432878	0.507831	0.340650	0.640188	-0.033538	0.678397	0.230980	-0.415927	-0.136404	0.808864	-0.034665	0.698831	-0.217212	-0.021850	0.798097	0.497560	0.301215	0.132418	0.504875	0.140400	-0.071280	0.265319	-0.314884	0.067467	-0.332023	-0.500936	-0.003705	0.054815	0.047491	-0.141957	-0.196562	-0.361493	0.331199	0.387891	0.423419	0.651541	0.116177	0.101865	0.144687	0.139035	-0.143331	-0.201335	0.110867	-0.310291	0.209304	0.529384	-0.285071	0.003609	-0.549610	0.487821	0.779259	-0.578169	0.324482	-0.043046	0.703896	-0.437660	-0.262693	0.418622	0.076189	0.269469	0.253644	0.543380	-0.672918	-0.087350	0.364912	-0.118464	0.411967	0.507026	-0.223553	0.101290	0.778572	0.663809	0.733230	0.749748
Probe 170	-0.771570	-0.721373	-0.689476	-0.931283	-0.948632	-0.896276	-0.458588	-0.648824	-0.633229	-0.926567	-0.822051	-1.167172	-0.562479	-0.773460	-0.546272	-0.339445	-1.303022	-1.256096	-0.732584	-1.189607	-0.773009	-1.215545	-0.860912	-0.515042	-0.990091	-0.620993	-0.937714	-0.582911	-0.718659	-0.789565	-0.785757	-0.670725	-0.939171	-0.682815	-0.538059	-0.491659	-0.609102	-0.693500	-0.873799	-0.715862	-0.540898	-0.936204	-0.651568	-0.727745	-0.499662	-0.591833	-0.450616	-0.592119	-0.852627	-0.575713	-1.050534	-0.678780	-1.319661	-1.151260	-0.740814	-0.898560	-0.528013	-0.528093	-0.540081	-0.992386	-0.673610	-0.726345	-0.945640	-0.669519	-0.577860	-0.746658	-0.607035	-0.742022	-1.407679	-0.563495	-0.545365	-0.473642	-0.478929	-0.664881	-0.960025	-0.607766	-1.006593	-0.683936	-0.811734	-1.194796	-0.613276	-0.792326	-0.678387	-0.431413	-0.496439	-0.688646	-0.595675	-0.755588	-0.677678	-0.739438	-1.154571	-0.874378	-0.865090	-0.589109	-0.733530	-0.735515	-0.539186	-0.605888	-0.744984	-0.613120	-0.699445	-0.625098
Probe 171	0.464760	0.234584	0.269752	0.503712	0.518572	0.380268	0.036133	0.200893	0.051439	0.453661	0.225984	0.212234	-0.007122	0.328489	-0.119946	-0.526046	0.488030	0.468943	0.352227	0.262987	0.441317	0.305224	0.320807	0.427209	0.519054	0.324500	0.387530	-0.019278	0.355698	0.335530	0.332098	0.451767	0.226720	0.384086	0.094120	-0.065662	0.019042	0.355837	0.149045	0.372618	0.102920	0.286534	0.391080	0.255820	0.137417	0.049812	0.536878	0.120499	0.200078	0.201037	0.470007	0.325529	0.399713	0.242962	0.236763	0.597233	0.185444	0.011107	0.013263	0.570732	0.394281	0.357057	0.371873	0.267888	0.184417	0.066172	0.000238	0.179948	0.544308	-0.082696	0.003533	-0.088127	0.099743	0.470734	0.554758	0.477264	0.430202	0.245303	0.419091	0.228267	0.297568	0.401785	0.332342	-0.136504	0.023440	0.309567	-0.013815	0.247698	0.427415	0.234782	0.125045	0.308477	0.396976	0.025959	0.272365	0.266544	0.068450	0.010012	0.419958	0.497831	0.339670	0.474935
Probe 172	0.437129	-0.303118	0.066974	0.265513	0.496887	0.630148	-1.021343	0.573966	-0.224074	0.296025	-0.526959	0.218507	-0.698102	0.261789	-0.445361	-0.998592	1.767774	1.827530	-0.215834	0.250605	0.429026	0.267989	-0.346042	0.521314	0.226366	0.455538	0.353864	-0.406629	0.240755	0.510493	-0.178493	-0.358287	-0.482578	-0.427802	-0.926740	-1.036050	-0.035336	0.084454	-0.485474	-0.004184	-1.157482	-0.435573	-0.364787	-0.311110	-1.039068	-0.381816	-0.283564	-0.870920	-0.489321	-0.957019	0.384026	0.627380	1.779483	0.284504	-0.505709	0.537532	-0.974234	-0.179143	-0.174627	0.419629	-0.290814	0.177934	0.407976	0.037061	-1.039825	0.677919	-0.302057	0.657606	1.927623	-0.180486	-0.310555	-0.954183	-0.966384	-0.456769	0.337671	0.416757	0.236851	-0.252431	-0.269548	0.189101	-0.010730	-0.394603	0.086921	-1.135737	-1.087237	-0.279522	-0.340454	-0.640238	-0.339938	0.451904	0.197447	-0.545214	0.774713	-0.151527	-0.227604	-0.318800	-0.233950	-0.436086	-0.022825	-0.519311	-0.428465	-0.438071
Probe 173	0.685311	0.296603	0.361299	0.502263	0.583294	0.547646	0.143668	0.442520	0.824454	0.514306	0.851440	0.523014	0.390174	0.636236	0.997365	-0.013002	0.155552	0.217002	0.656722	0.461427	0.525422	0.480522	0.715958	0.442152	0.572655	0.505548	0.555988	1.059265	0.682533	0.568381	0.520017	0.714252	0.745948	0.707285	0.420834	0.257538	0.803150	0.415236	0.836132	0.396456	0.337105	0.910920	0.648480	0.333581	0.448287	1.056518	0.239212	0.483218	0.791787	0.486407	0.485674	0.455716	0.190453	0.498392	0.898786	0.586498	0.609304	0.855436	0.870561	0.553814	0.588140	0.714267	0.464143	0.349748	0.507164	0.305970	1.032586	0.387855	0.169184	0.771676	1.078003	0.337404	0.572356	0.805816	0.581074	0.515633	0.533846	0.496114	0.812430	0.489245	0.395144	0.710366	0.432132	0.156853	0.309376	0.569301	0.972666	0.360487	0.793475	0.616337	0.487189	0.965314	0.526233	0.883653	0.530861	0.804422	0.886263	1.001007	0.410855	0.691569	0.694016	0.731924
Probe 174	1.859602	1.026054	1.321002	0.738372	0.792445	1.994057	1.426934	2.152629	1.313055	0.914077	0.932527	1.481609	1.255703	1.779148	1.017951	1.608322	2.025365	2.140958	1.049593	1.462960	0.869852	1.423125	0.999856	2.058258	0.758543	2.018871	0.981060	1.016802	1.723667	1.895922	0.900091	1.078963	0.825996	1.119399	1.197364	1.399115	1.380287	1.308832	0.809259	1.341908	1.297651	0.738030	1.144812	1.069970	1.067205	1.099035	1.280773	1.241846	0.855620	1.205448	0.792240	2.196631	1.996750	1.412369	0.735059	0.832277	1.031590	1.314083	1.172403	0.713943	1.084629	1.641434	1.024989	1.278170	1.120288	2.172276	1.056868	2.120972	2.189423	1.274143	1.068425	1.307740	1.116991	1.079180	0.707846	1.961922	0.556817	1.079682	1.091379	1.366757	1.291679	0.997711	1.305630	1.532937	1.398672	1.124358	1.100344	1.033870	0.803903	1.896039	1.503689	0.764274	2.144975	1.262030	1.047704	0.896470	1.169565	1.161251	1.294542	1.147228	1.185204	1.107110
Probe 175	0.822386	0.476225	0.315616	0.601374	0.767404	0.900546	0.251504	0.854454	0.512192	0.722391	0.654221	0.273378	0.452431	0.820847	0.644147	0.130239	0.994876	1.030393	0.305824	0.284493	0.677394	0.392268	0.402761	0.816332	0.614452	0.823912	0.712864	0.704628	0.824563	0.892845	0.413188	0.432179	0.583367	0.563230	0.478621	0.261832	0.493425	0.250138	0.615360	0.296665	0.398014	0.657935	0.527568	0.447049	0.462669	0.678393	0.215320	0.425998	0.549561	0.298776	0.707551	0.887742	1.104408	0.377113	0.641335	0.830542	0.518651	0.493862	0.547782	0.779847	0.265950	0.787952	0.675428	0.215485	0.429469	0.912175	0.603536	0.894560	1.049987	0.403962	0.661571	0.325690	0.486223	0.567208	0.688843	0.817492	0.668095	0.267190	0.449010	0.231917	0.352471	0.493067	0.242826	0.156528	0.273875	0.267351	0.607944	0.482967	0.514774	0.823069	0.159934	0.647336	0.981346	0.452907	0.284927	0.494109	0.468153	0.598576	0.269093	0.471945	0.499709	0.530517
Probe 176	0.177360	0.191088	0.347914	0.300021	0.371495	0.177570	0.387977	-0.076809	0.741617	0.523996	0.192989	0.685416	0.115473	0.169102	0.758685	0.312891	0.011756	-0.060004	0.722214	0.610531	0.331375	0.568897	-0.273903	-0.009755	0.478830	-0.047426	0.568834	0.648291	0.189463	0.099179	0.187572	-0.153798	0.293968	0.525262	0.206025	0.295339	0.714186	0.427458	0.210758	0.288671	0.317241	0.365281	0.492742	0.097889	0.064264	0.751401	0.508113	0.234279	0.386198	0.151068	0.071921	-0.114080	0.000595	0.535592	0.235080	0.439739	0.094700	0.785480	0.818582	0.271678	0.740592	0.224755	0.571993	0.379732	0.145434	-0.133280	0.688331	-0.061384	-0.039553	0.796342	0.610880	0.292890	0.205506	0.490845	0.332160	-0.117339	0.167573	0.733520	-0.150124	0.711308	0.185701	-0.203810	0.450222	0.207159	0.323217	0.695717	0.701156	0.165532	-0.199675	0.187371	0.709259	0.396648	0.070202	0.686370	0.649060	-0.095048	0.836630	0.781893	0.441702	0.597244	0.467861	0.546622
Probe 177	0.817893	-0.027847	0.153448	0.204507	0.489886	0.882386	-0.027908	0.785555	0.643918	0.556516	-0.225940	0.651488	-0.103046	0.719017	0.235984	0.051730	1.182473	1.272145	0.087238	0.752357	0.414113	0.780350	0.217574	0.742294	0.250101	0.678500	0.539945	0.317889	0.656862	0.801546	-0.010473	0.317075	-0.349923	0.205812	0.068292	-0.036580	0.602467	0.235107	-0.191097	0.218936	-0.058325	-0.236934	0.218293	0.137712	0.069994	0.251406	0.092125	-0.044638	-0.180086	0.046667	0.331363	0.830074	1.266191	0.756547	-0.247804	0.592039	-0.007918	0.574535	0.525003	0.449052	0.040751	0.614002	0.595903	0.123639	0.041906	0.879894	0.240690	0.784525	1.297868	0.550823	0.225512	-0.034027	0.079748	0.089067	0.216913	0.615279	0.304380	0.092674	0.313187	0.739430	-0.159348	0.086941	0.190736	-0.043938	0.035967	0.063347	0.366867	0.093303	0.172501	0.808429	0.366819	-0.276609	1.128970	0.517552	0.019210	0.304148	0.562385	0.262842	0.255889	0.232445	0.217296	0.195878
Probe 178	0.198825	0.206527	0.277751	-0.107810	0.026839	0.173740	0.388743	-0.211819	0.257640	0.111298	0.033543	0.293552	0.220700	0.173488	0.241973	0.458537	-0.250128	-0.242839	0.402495	0.265863	0.001907	0.232028	-0.038492	-0.029591	-0.015846	-0.092593	0.172753	0.169237	0.230769	0.117346	0.224440	-0.002871	0.101795	0.249268	0.202845	0.387442	0.278130	0.389226	-0.003958	0.387622	0.295008	0.082273	0.294529	0.210514	0.165746	0.201483	0.501300	0.270776	0.111133	0.193192	-0.206240	-0.124520	-0.234302	0.217461	-0.036982	0.040630	0.122092	0.334955	0.304825	-0.161763	0.506314	0.233352	0.193652	0.344535	0.160135	-0.107023	0.225255	-0.126971	-0.243215	0.320242	0.136278	0.324845	0.125334	0.220749	-0.189689	-0.124936	-0.262202	0.471187	0.014758	0.304088	0.223401	-0.171031	0.385711	0.358180	0.323996	0.451550	0.168538	0.149929	-0.101859	0.205189	0.408922	0.152363	0.095687	0.290328	0.438212	-0.053888	0.333956	0.187758	0.403305	0.296594	0.202531	0.291715
Probe 179	-1.142437	-1.182649	-1.003706	-0.912832	-0.680173	-1.091229	-0.930775	-1.127921	-1.598654	-0.694531	-1.753016	-0.432089	-1.340593	-1.300761	-0.492721	-0.854851	-0.951186	-0.923844	-1.492187	-0.323377	-0.651874	-0.273405	-1.164466	-1.254041	-1.085320	-1.160278	-0.732014	-0.575934	-1.180543	-1.269696	-1.028712	-1.113499	-1.732554	-1.621907	-1.312031	-0.857676	-1.489195	-0.643479	-1.691608	-0.741877	-1.163898	-1.598552	-1.564428	-1.173080	-1.263834	0.113361	-1.276573	-1.178187	-1.694035	-1.034828	-0.867890	-1.189063	-1.015001	-0.341567	-1.760956	-0.685953	-1.339026	-1.531845	-1.452788	-0.663102	-1.259674	-0.907604	-0.786659	-0.905256	-1.223940	-1.331565	-0.695332	-1.441906	-0.901126	-1.403579	0.025602	-0.870760	-1.272996	-1.513183	-0.852880	-1.212018	-0.959989	-1.348362	-1.264241	-0.513071	-1.123797	-1.219355	-0.745553	-0.980552	-0.962300	-1.399953	-0.791103	-1.374277	-1.240737	-1.192718	-0.588553	-1.881736	-1.177328	-1.497294	-1.333497	-1.265902	-1.525789	-0.006379	-0.579843	-1.539896	-1.667903	-1.671898
Probe 180	1.160679	0.861103	0.881658	0.805448	0.947963	1.215568	0.812305	1.081503	0.994088	0.999978	1.075130	0.845620	0.769310	1.152835	1.065493	0.722312	0.969238	0.941050	0.921159	0.828598	0.905703	0.843942	0.812846	0.973301	0.812705	0.960462	1.049023	1.077288	1.114304	1.214958	0.922124	0.869127	1.048201	1.052680	0.771313	0.767741	0.976015	0.919041	0.998806	0.833004	0.877340	1.073444	1.010296	0.830956	0.870715	1.221303	0.778908	0.828705	0.982512	0.875872	0.766029	1.041260	0.969685	0.813962	1.032511	1.012778	0.743122	1.040938	1.077932	0.877440	0.971048	1.091403	1.030849	0.855995	0.828727	0.991355	1.173821	0.978643	1.107060	1.004285	1.197112	0.845464	0.844685	1.047956	0.847564	1.001473	0.766916	0.893153	0.860912	0.825149	0.820053	0.744610	0.880864	0.740942	0.805620	0.907723	1.246794	0.815204	0.745716	1.129167	0.860296	1.056586	1.241724	1.000143	0.938076	0.821076	1.052404	1.136771	0.847508	1.017111	1.049271	1.099965
Probe 181	0.782356	0.822899	1.305657	0.587382	0.265343	0.685227	0.894812	0.070265	1.635223	0.405852	0.561271	1.650237	0.375478	0.737471	1.333657	0.725197	-0.354250	-0.339502	1.366461	1.447306	0.401584	1.386843	0.642296	0.270423	0.846138	0.064346	0.646529	1.107147	0.776335	0.689863	0.957099	0.802203	0.558462	1.188689	0.677226	0.744799	1.541489	1.396494	0.453070	1.114848	0.844027	0.536803	1.151738	0.752700	0.709884	1.232063	1.416604	0.624158	0.638810	0.715667	0.528947	0.147000	-0.540460	1.335641	0.552718	0.379100	0.405090	1.631509	1.622313	0.027105	1.087469	0.496848	0.534635	1.258967	0.572994	0.130673	1.288290	0.147158	-0.260401	1.619226	1.189097	0.746930	0.591707	0.979969	0.634102	0.092820	0.292307	1.300907	0.542569	1.607496	1.062280	1.082222	1.384030	0.691780	0.768540	1.223148	1.303749	0.896301	0.801494	0.743376	1.775475	0.606696	0.637918	1.573592	1.211153	0.757489	1.549718	1.262645	1.413729	1.175601	1.116273	1.228239
Probe 182	1.266186	0.294036	0.551141	0.015927	0.054787	1.565015	0.373676	1.304709	0.790178	-0.033310	0.133134	-0.242954	0.211985	1.276921	0.440518	0.362815	1.478246	1.536740	0.430493	-0.263574	-0.020169	-0.260859	-0.021339	1.218739	0.098487	1.096859	0.066656	0.607877	1.139764	1.423809	0.239766	0.146341	0.219490	0.480861	0.187999	0.359702	0.844814	0.497685	0.157488	0.565754	0.257294	0.222251	0.542959	0.389240	0.246692	0.455177	0.315293	0.218232	0.299641	0.252710	0.309403	1.356608	1.501670	-0.138314	0.138404	0.135744	0.166073	0.746827	0.695823	0.101584	0.449263	1.033772	0.052325	0.444516	0.190741	1.378325	0.508516	1.284172	1.631947	0.710200	0.496996	0.226463	0.264743	0.392456	0.103071	1.022051	0.229559	0.488538	0.115169	-0.254105	0.364949	0.167976	0.496091	0.271918	0.342419	0.496746	0.545287	0.303395	-0.012684	1.400821	-0.269975	0.248777	1.736364	0.685505	0.478122	0.100589	0.643073	0.394352	0.555646	0.547529	0.486481	0.523087
Probe 183	0.635845	-1.179183	-0.439530	-1.343011	-1.363972	0.990546	0.803833	0.210476	-0.281526	-1.094572	-0.913285	-0.339229	-0.459329	0.445752	-0.684744	1.246968	1.098940	1.186133	-0.532316	-0.519050	-1.171938	-0.638377	-1.268200	0.055039	-1.366477	-0.152142	-1.325185	-0.704813	0.442580	0.810327	-1.030054	-1.165484	-1.033855	-0.548889	-0.193700	0.811824	-0.297031	-0.468802	-1.107466	-0.566758	0.705120	-1.022006	-0.520214	-1.242039	-0.474826	-0.716603	-0.525839	-0.355937	-0.944475	-0.137822	-0.984694	0.207690	1.164976	-0.490126	-0.909273	-1.307987	-0.515190	-0.305647	-0.458050	-1.329539	-0.554320	0.149442	-1.283230	-0.581628	-0.405678	0.340917	-0.602192	0.240404	1.378260	-0.443251	-0.710561	0.575615	-0.413333	-0.632339	-1.077052	-0.157073	-1.273481	-0.412772	-1.151363	-0.671374	-0.654274	-1.259697	-0.536247	1.196613	0.794945	-0.489893	-0.568945	-1.081655	-1.314281	0.839504	-0.470817	-1.131889	1.262174	-0.421317	-0.502350	-0.983953	-0.510135	-0.710400	-0.485623	-0.610605	-0.507366	-0.569543
