Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62	Training experiment 63	Training experiment 64	Training experiment 65	Training experiment 66	Training experiment 67	Training experiment 68	Training experiment 69	Training experiment 70	Training experiment 71	Training experiment 72	Training experiment 73	Training experiment 74	Training experiment 75	Training experiment 76	Training experiment 77	Training experiment 78	Training experiment 79	Training experiment 80	Training experiment 81	Training experiment 82	Training experiment 83	Training experiment 84	Training experiment 85	Training experiment 86	Training experiment 87	Training experiment 88	Training experiment 89	Training experiment 90	Training experiment 91	Training experiment 92	Training experiment 93	Training experiment 94	Training experiment 95	Training experiment 96	Training experiment 97	Training experiment 98	Training experiment 99	Training experiment 100
Probe 722	5.647092	5.009826	5.330593	5.245227	4.703864	5.699199	5.044469	4.636819	6.925894	5.680537	5.297229	6.464477	4.532894	5.576187	5.187921	6.342311	6.680763	5.158397	6.120464	4.726157	5.612532	6.392923	4.792807	6.735212	5.096243	6.637164	4.739740	4.220859	4.988353	5.330203	5.500431	5.579016	4.572440	6.858365	6.651086	4.924264	5.611255	4.997223	4.963266	5.447693	5.126095	6.787258	6.148888	4.971403	4.474631	6.680025	5.131520	5.050527	4.931533	5.207227	5.798137	5.755842	4.941182	6.652304	5.289651	5.800466	9.092009	5.048484	5.006910	5.613785	5.058939	8.578892	5.581900	4.968644	6.370976	5.972142	6.049145	7.626482	5.925653	6.246907	6.218930	7.960971	5.307028	5.075118	5.245297	4.917643	5.742852	5.254995	5.170364	5.364906	4.828355	6.232264	4.751523	4.927763	6.478942	6.915480	4.631480	6.541721	5.663684	7.298736	4.567623	5.779468	6.206212	5.136953	7.500462	5.179331	8.289404	7.126624	4.655289	4.746398
Probe 723	4.566147	6.490964	5.192408	4.566393	4.668727	8.360914	4.708121	10.198132	4.257569	4.843889	4.550875	5.053433	4.593692	4.853983	4.758891	4.594526	4.233570	4.888810	4.833016	10.842364	8.682838	5.309166	6.322547	4.473009	4.914057	4.313701	5.815204	4.444892	9.921980	11.217853	4.817397	4.493812	10.251894	4.283560	4.680910	6.780998	4.717053	4.955562	7.435424	4.562067	4.590022	4.821337	4.599247	4.667128	9.749160	4.284660	5.323425	5.023438	6.168254	6.926305	4.488862	4.638648	5.239096	9.511246	4.511200	4.596067	8.831659	6.600884	4.744245	7.375805	4.681432	5.342111	4.637581	5.070212	4.449384	9.330196	4.572660	4.538488	4.613722	4.696082	4.796044	4.780223	11.308288	4.595452	4.887148	4.537532	4.635648	11.726208	7.053754	5.052815	4.825963	4.590752	11.276386	9.258993	4.275489	4.498489	4.503943	4.256957	5.198982	4.604218	6.135704	6.156739	4.502835	11.051864	9.565357	7.207316	5.636359	4.979673	4.487693	5.477939
Probe 724	8.996092	5.859226	8.600165	5.776399	5.605478	5.704383	6.199443	6.088769	5.911030	6.075016	8.423415	8.886763	5.997411	5.925965	7.976323	7.302248	10.058870	7.839976	5.983021	5.786654	5.435167	7.632509	5.653682	6.789168	6.249923	7.125143	6.090306	5.415431	6.162174	5.813794	9.277341	5.731842	6.032718	7.222840	8.596451	5.703789	6.038337	6.027924	5.723295	9.985339	8.481406	8.479614	7.162950	7.038585	6.269923	6.824978	5.800065	6.435161	5.573103	5.682383	8.255191	9.297442	5.667385	5.893874	10.513775	6.239017	5.774146	5.944291	7.264740	5.724556	5.781627	7.697909	5.985715	5.916801	5.793563	5.674402	9.365516	6.889753	7.323367	6.935630	6.312574	6.844145	6.129971	5.816748	5.635039	8.107823	6.147672	5.647748	5.399252	6.075088	9.183693	7.601805	5.618732	6.094246	6.510680	6.223560	5.480892	5.893815	6.024973	6.656758	5.912905	8.983538	6.030649	5.800698	5.599162	5.700316	7.208548	6.658525	5.819135	5.484329
Probe 725	8.295751	8.433887	8.457498	8.374578	6.930496	8.407510	8.215987	6.175985	10.038290	7.626918	8.171417	8.484031	6.963164	7.768393	7.554495	10.212052	9.590461	8.989673	8.657899	6.947264	6.556667	8.268688	8.492624	8.767924	7.873143	10.173807	9.551608	6.737997	6.952627	6.907671	8.601734	8.301235	7.044288	10.562907	9.449536	8.946453	8.209015	7.121173	8.144581	8.376060	7.917391	8.444386	9.781244	7.663197	6.590571	10.012705	8.419632	7.807138	8.996308	8.604855	9.555865	7.623976	9.838967	8.285114	8.337508	8.061302	6.355559	8.070449	9.411031	8.757948	7.079354	8.226531	8.451781	6.576509	9.717304	8.415293	8.878220	8.712896	10.299576	8.218121	8.401033	8.225368	6.896754	8.397224	8.388289	9.686737	8.467176	6.754170	9.621031	7.406517	7.224790	9.763224	7.068698	6.824064	9.903832	8.918699	9.418498	9.705210	7.607924	8.434676	8.642455	8.427736	8.533625	6.717361	5.855599	8.659470	8.556590	7.615623	7.049383	7.048023
Probe 726	6.234602	10.294053	7.987962	5.722971	6.062178	11.125248	6.155982	9.561440	9.652960	6.258875	6.131327	5.965148	6.047357	5.805604	5.700051	9.712677	9.244719	6.519010	5.462516	9.207560	12.045087	5.528430	9.957517	5.724794	5.826247	9.350076	10.378938	9.840022	11.024555	12.023750	5.557655	5.783053	11.068299	9.350364	9.267423	10.609729	6.001526	6.813039	10.867785	5.731003	5.687612	5.560293	8.989547	5.782919	8.992996	9.376245	7.305675	5.922997	10.986964	10.761920	5.916584	5.617022	10.768694	10.997365	5.408536	5.685777	7.374979	10.323750	5.727742	10.610042	5.672230	5.463739	5.859051	5.893300	8.983778	10.899869	6.223461	5.356324	9.584479	5.687358	5.337498	5.764435	11.951396	5.554530	5.948716	5.535279	5.566117	11.881037	11.057718	6.030479	5.886677	9.169336	11.282204	9.443659	9.720927	5.440560	10.405481	9.327465	6.008687	5.538104	10.609745	6.773981	5.311486	11.949910	6.535399	10.633347	5.582463	5.924402	6.104415	10.759834
Probe 727	6.277552	10.995501	8.313809	5.818055	5.999190	11.710067	6.182615	9.688451	10.192334	6.034958	6.335604	5.637727	6.204046	6.095379	6.045275	10.026552	9.665925	6.628707	5.771902	9.427325	12.478845	5.738640	10.308116	5.828736	5.924561	9.828595	11.074854	10.137492	11.642360	12.701572	5.762373	5.903520	11.610789	9.989665	9.740917	11.210494	6.051407	6.788463	11.409616	6.059015	5.890702	6.003848	9.876530	5.758406	9.757124	9.946691	7.782031	5.927396	11.403780	11.451395	6.237048	5.696328	11.077846	11.456886	5.705216	5.966049	7.935789	11.165213	5.557652	11.499408	5.786319	5.751756	6.356480	5.969688	9.368622	11.438760	6.478005	5.865453	9.821991	5.645145	5.656647	5.973140	12.556970	5.789168	6.044510	6.003265	5.921523	12.443851	11.531723	5.980511	6.265305	9.640258	11.728703	10.180082	10.133806	5.840710	10.872128	9.749399	6.029075	5.694313	11.206168	6.876183	5.674285	12.192460	6.881531	11.534056	5.673450	5.841739	5.988290	11.077015
Probe 728	3.796170	3.467916	3.556279	3.227187	3.329257	3.164753	3.568633	3.821492	3.906456	3.757220	3.280738	3.584115	3.573909	3.846104	3.580165	6.405684	3.633672	3.699605	3.377087	3.916530	8.026179	3.632479	3.351164	3.326676	3.349092	3.624731	4.072880	12.478665	4.450006	3.995831	3.785535	3.250444	4.123607	3.444209	3.450658	3.270476	4.070768	3.459791	3.051341	3.371886	3.315613	3.319933	3.227260	3.412781	3.476217	3.373252	3.763261	3.501770	3.447342	3.205225	3.445644	3.498974	3.561843	3.931780	3.394494	3.480930	3.484018	3.471511	3.597058	3.264082	3.270612	3.252177	4.190601	3.720889	3.824229	3.298260	3.378990	3.616310	8.631180	3.512138	3.304354	3.129304	3.701979	3.150879	3.458671	3.289498	3.114847	3.736368	3.230120	3.478012	3.378734	3.705344	4.137944	4.535921	3.640659	3.488525	3.493423	4.183462	3.427891	3.508526	3.471007	3.243652	3.274503	3.973796	3.856907	3.234475	3.402139	3.620308	3.377847	4.712448
Probe 729	4.716684	4.726084	4.376681	4.619419	4.632452	4.544011	4.720196	6.454024	4.919019	4.749006	4.605581	4.926908	4.696724	4.705765	4.770415	6.053888	4.402784	4.320674	4.572712	7.043672	8.146379	4.498571	4.432280	4.642747	4.686036	4.747422	5.088237	12.518361	7.268844	5.709304	4.748871	4.368341	7.030565	4.839164	4.600678	4.622720	4.602257	4.749757	4.681452	4.625580	4.494809	4.423759	4.896406	4.642308	6.062273	4.682062	4.606729	4.719064	4.623207	4.521859	4.604368	4.680337	4.538072	5.130704	4.402159	4.591124	5.332427	4.771513	4.578218	4.454417	4.830603	4.674894	4.525947	4.680344	5.071020	4.575810	4.588232	4.766219	8.158292	4.244014	4.608293	4.717761	6.122699	4.435826	4.750055	4.415436	4.681412	6.243135	4.484964	4.559926	4.642517	5.218623	7.826310	7.747258	4.551661	4.495101	4.531610	4.854001	4.498705	4.780996	4.662369	4.484226	4.438862	6.750536	6.590542	4.498214	4.503106	4.874066	4.670580	9.446319
Probe 730	4.418484	4.523570	4.199426	4.478169	4.469743	4.475419	4.405987	6.957985	4.799832	4.738899	4.304928	4.606513	4.495761	4.739526	4.458150	5.706610	4.241596	4.021928	4.236784	7.436636	8.172729	4.441385	4.255954	4.515401	4.524822	4.606014	4.888335	12.415027	7.556320	5.802768	4.572999	4.249503	7.290066	4.647940	4.442692	4.506142	4.430522	4.611511	4.585165	4.448229	4.339334	4.266246	4.693682	4.411919	6.659033	4.531802	4.547033	4.413897	4.269252	4.390255	4.300434	4.458475	4.293642	4.801514	4.116094	4.550961	5.074970	4.677729	4.561877	4.416949	4.716349	4.386861	4.283270	4.700996	4.921996	4.550682	4.191102	4.606774	8.002766	4.218546	4.215106	4.500693	6.344063	4.220144	4.539034	4.343316	4.385578	6.528889	4.299583	4.556233	4.407360	4.991307	8.172952	7.971039	4.405913	4.357107	4.398682	4.563082	4.335674	4.656311	4.498188	4.375864	4.390441	7.041563	6.796102	4.424022	4.303670	4.351121	4.411359	9.683716
Probe 731	8.169768	6.110454	8.231522	6.113222	7.051022	5.567139	6.244193	6.832310	7.079508	6.265149	8.766643	6.540442	6.301633	5.949873	6.567749	7.874202	9.077779	9.463462	7.017252	6.289739	7.737911	6.802955	9.322931	7.547043	6.217852	8.339741	9.084025	7.412426	7.219088	7.130824	5.998522	9.632440	7.449471	8.662268	7.829672	6.398459	6.183910	6.275111	6.458479	8.186882	6.825086	6.306292	8.663052	6.939911	6.866115	8.334330	7.595200	6.115533	7.960469	6.283165	9.780024	6.947769	9.307768	5.828436	8.665833	6.028244	6.980731	5.974304	8.114534	6.774780	6.400144	7.423196	9.925877	7.190448	7.463505	6.380934	8.679609	6.513372	8.235549	7.254074	6.384873	7.138985	7.349738	5.911629	7.380036	11.043237	6.218964	7.044774	9.118494	6.615973	7.119312	8.446938	7.370595	6.691311	9.621207	7.699972	10.087836	9.357368	6.014031	6.177047	8.714716	9.550921	5.922650	7.763100	6.784072	6.500221	7.010346	6.513606	6.528123	6.985209
Probe 732	11.354580	4.367507	6.749445	4.481829	5.595908	4.078689	4.912588	4.131034	4.055930	6.238687	10.964062	4.912677	5.968191	6.836935	4.373185	4.238945	5.077332	7.532423	4.983767	4.140397	4.313469	4.404067	4.104253	4.751179	4.653864	4.039429	4.424177	4.072642	4.439632	4.698400	5.047103	6.327496	4.505722	3.936177	5.717234	4.157057	10.615802	5.969745	4.149809	4.151492	4.312953	4.546715	4.651997	4.528158	4.396134	4.239234	5.949168	4.733474	4.205862	4.208738	7.730073	4.475897	4.161640	4.206213	4.241301	4.530279	4.249533	4.510128	5.878137	3.940905	6.073994	4.481597	6.175839	6.001274	4.264199	4.132162	10.734008	4.590460	4.156013	4.500345	4.507488	4.544622	4.404514	4.416496	6.036366	7.786055	4.753239	4.366920	3.972010	9.890472	4.555771	4.393986	4.370202	4.719110	3.937883	4.807489	4.123361	4.165653	6.515824	4.251547	4.363974	10.380757	4.529278	4.450925	4.049076	4.133768	4.678845	4.717207	5.988287	4.255218
Probe 733	5.063489	5.420031	4.924931	5.046292	5.159683	4.907517	5.621734	5.386249	5.917712	5.434793	5.118226	5.337401	5.275504	5.161850	5.115740	7.429936	6.040633	5.010566	5.056131	5.243726	5.365518	5.178192	4.916592	5.301511	5.222170	11.354752	5.840291	4.883213	5.383163	5.468688	5.517010	4.746809	5.322607	8.953717	7.874544	5.098433	5.250617	5.426626	5.065083	5.426713	5.131072	5.171148	7.349024	5.200270	4.905875	10.451723	5.202496	4.987824	5.331421	4.826439	4.876694	5.250260	5.196979	5.240467	4.855604	5.088631	5.281419	5.302800	5.281815	4.456813	4.836932	4.951418	5.640870	5.217846	5.723918	4.661564	4.881218	5.193516	7.406843	5.022812	4.975396	5.216477	5.193938	5.004232	5.142168	4.994805	4.926829	5.244652	4.979324	5.370963	5.186037	7.005803	5.230209	5.165779	6.284800	4.760570	5.363576	9.303235	5.080225	4.939669	5.411635	4.740518	4.849517	5.235352	4.851514	4.991902	5.054828	5.395013	5.019191	4.961605
Probe 734	5.170388	5.268334	5.113073	5.279958	11.878954	5.095031	5.342503	4.943491	5.142121	9.826854	5.323100	5.734142	11.390274	8.965269	11.073424	5.127481	5.868785	5.131535	5.200097	6.027431	5.396155	5.273826	5.064072	5.354325	5.404757	5.116682	5.129253	4.899040	5.198607	5.046878	5.212095	9.397237	5.553740	5.078691	6.291301	5.054730	5.340878	11.473464	5.433941	5.813698	9.197822	5.351576	5.348949	11.609747	5.118172	5.190840	13.259107	5.250712	5.369290	5.139481	4.816676	7.782426	5.153602	5.156312	7.834941	5.047522	5.182093	5.449865	5.268741	5.229852	11.392841	6.107534	9.581831	12.052270	4.944245	5.218565	5.296142	5.326522	4.910046	5.267761	5.485489	5.315413	5.231269	5.672835	13.310055	5.060626	5.421559	5.242036	4.949928	6.399727	5.664143	5.398570	5.297283	5.338657	4.930956	5.198198	5.041114	5.044758	8.132252	5.356110	5.451012	5.343693	5.536719	5.792079	5.212930	5.062750	5.294680	6.594284	11.448284	5.480191
Probe 735	7.498000	5.075722	7.484734	4.938439	6.135892	4.671558	5.046224	5.735518	6.346499	5.141195	8.221198	5.712905	5.127638	5.180709	5.258242	7.439785	8.759924	8.972361	6.134564	6.021605	6.697632	5.867888	9.108632	6.541219	4.835605	8.106388	7.755519	6.540312	5.922727	6.149804	5.374998	9.114712	6.498754	7.863952	7.227436	5.041757	5.376714	5.225940	5.245273	7.520080	5.663602	5.651149	7.247372	5.837363	5.425031	7.823083	6.327882	5.440431	7.478580	5.060051	9.245609	6.006802	8.330367	5.009703	8.072373	4.698040	5.608253	4.740008	6.879961	5.497082	5.618051	6.294130	8.904452	6.598893	6.975219	5.227161	7.928349	5.395897	8.008549	6.559193	4.692215	6.157031	6.037484	4.910321	6.341346	10.109369	4.889511	5.651493	8.412424	5.537547	6.090192	7.775919	6.051513	5.660513	9.288379	6.894674	9.553782	9.116875	5.222865	5.125738	7.756013	9.170766	5.050254	6.851120	5.236840	5.332506	5.988382	5.589088	5.122173	6.198749
Probe 736	3.411987	5.003991	3.822247	5.639495	6.145927	6.516682	4.571249	7.892683	4.448463	6.356051	4.200040	3.888366	4.816816	5.913004	4.885466	3.702158	3.441155	3.748190	4.422438	5.969250	6.809218	5.496474	5.429120	4.164359	5.066356	3.821709	3.680352	3.807120	6.225094	6.443207	3.404443	4.917008	6.484407	3.963972	3.689432	5.297025	4.777663	5.326664	5.501058	5.524646	5.613841	4.367173	3.849937	5.048470	7.888254	3.806335	7.607759	4.534697	5.026514	5.910734	3.994516	5.194585	3.433545	6.447710	5.842691	5.314075	6.100254	4.737916	4.712755	5.970547	5.413359	6.177635	4.630471	5.497092	3.989641	5.913102	4.013570	5.490718	4.776825	5.225368	4.887207	5.551959	7.057504	5.301248	7.733612	3.870931	5.111830	7.902987	3.547411	4.806111	5.359723	3.891456	6.749206	6.184378	3.573470	4.140767	3.886033	3.585129	6.123429	5.591553	3.909458	4.030010	6.018256	7.085489	7.574364	5.780206	5.477984	5.760858	5.793675	6.326390
Probe 737	7.633377	7.025690	6.165475	8.394241	6.314229	7.432056	7.635723	7.963715	5.391412	8.063732	7.892858	8.085621	5.874483	7.767982	7.640175	5.676190	6.322539	5.796692	8.631024	6.231260	7.216345	8.244408	6.713250	8.951979	8.036868	5.839692	5.264257	5.399732	7.676220	7.677462	7.093223	7.748067	7.677652	6.326142	5.694617	7.346978	7.969885	6.507267	7.326493	7.805359	7.896239	8.354883	5.260239	7.151426	7.631154	4.983045	8.138651	7.670555	6.358772	7.374268	6.106689	7.769334	5.325205	7.175615	8.313035	8.069792	7.616076	7.009218	5.825721	7.906235	6.130810	8.145619	7.539078	5.981348	5.661761	7.656376	7.972451	8.537251	5.126891	8.942706	8.067914	7.998672	7.724750	8.683344	7.565480	6.463693	8.208905	7.440227	6.087496	7.247503	7.720226	5.385473	8.331186	6.426568	5.805751	9.010768	5.807794	5.833389	7.748305	8.381791	5.606994	7.575354	8.782453	7.681192	7.853734	7.404089	8.033952	7.168679	6.158462	6.557078
Probe 738	10.542234	10.734293	6.934373	6.107108	6.265562	11.177553	6.242067	6.141922	5.903175	6.406229	10.055660	5.954907	6.486379	6.087953	6.774065	7.951859	7.142889	6.681743	5.876133	6.698718	6.312731	6.019752	10.339327	5.987268	5.903607	6.048340	9.385627	5.990359	6.516441	6.197386	6.147705	6.396970	6.781664	7.129251	8.128637	11.039850	6.197751	7.130302	11.130887	8.758632	6.103221	6.068610	8.816104	7.098199	6.011850	5.726783	7.609215	6.055822	10.676524	11.084513	6.496003	7.217638	9.419622	11.464315	9.130486	5.814149	7.370981	11.128748	6.049731	11.044448	6.089514	5.899828	7.216772	6.201356	5.963281	11.521921	9.573962	5.766007	8.873167	5.952382	5.919620	6.092277	6.209618	5.716480	6.026549	5.706170	5.732152	6.122817	10.210847	9.649805	6.222907	8.974549	7.193699	6.424273	8.333836	5.712003	10.436101	6.696085	6.654827	6.007487	10.717684	10.898422	5.663219	6.353330	6.365646	11.186721	6.186304	6.155598	6.329495	8.449749
Probe 739	7.153443	5.167484	7.255627	4.785304	5.934297	4.870329	4.998793	5.863980	5.648167	4.980258	7.221357	5.842000	4.924349	5.244845	5.240943	6.774294	8.290158	8.657621	6.202018	5.977111	6.794338	5.349442	9.311531	6.683311	4.962543	7.273844	7.912954	6.554763	6.491899	6.111345	5.131302	8.631736	6.337403	7.799374	6.754423	5.138632	5.410196	5.198230	5.418037	7.826036	5.754409	5.463054	7.311397	5.706013	6.099889	6.820002	6.122641	4.901789	7.559607	4.871446	9.434307	5.925971	8.407493	4.997940	7.769047	4.954605	5.692455	4.914586	7.088868	5.708518	5.108571	6.184885	8.135692	6.418239	6.548401	5.033297	7.605168	4.933116	7.786910	6.298934	5.023435	5.905743	6.032465	4.758757	5.998532	10.148656	4.736674	5.893621	8.756686	5.648115	5.344217	7.786430	6.865689	5.919962	8.358432	7.131434	9.667516	7.869497	5.268536	4.985331	8.157954	8.359250	4.746507	6.936562	4.996171	5.497764	5.460675	5.566976	4.757410	5.853480
Probe 740	8.254028	6.168941	8.597156	5.911222	7.667542	6.138254	5.948937	7.318784	7.630157	6.321935	8.780753	6.552759	6.054334	6.110068	6.476085	8.581532	9.331218	9.070935	7.120190	6.660264	7.605777	6.905031	9.969297	7.638687	6.079572	8.918542	8.502417	6.886435	7.497229	7.403342	6.441676	9.503140	7.501847	9.108353	8.328537	6.273576	6.269752	6.351866	6.154491	8.443107	6.707868	6.439553	8.686913	6.911882	7.137547	8.720920	7.171354	6.202537	8.543233	6.179132	9.554903	7.063679	9.081622	6.116143	8.448300	5.998249	6.826654	5.962739	7.931196	6.669792	6.686692	7.193580	9.057548	7.601521	8.345942	6.525967	8.691859	6.245761	8.736939	7.350690	5.840368	6.924286	7.493951	6.132591	7.194885	10.533085	5.663207	6.996719	9.187819	6.484760	7.200971	9.008235	7.493583	6.804856	9.857821	7.594462	10.127583	9.644180	6.195802	6.130443	8.702959	9.334292	5.943602	7.959725	6.251562	6.585387	7.068976	6.703811	6.119180	6.780389
Probe 741	6.663240	6.229857	6.569732	7.252240	10.019688	6.009872	7.202130	9.224373	8.106319	10.333100	6.880111	6.831664	9.619788	9.813237	9.072013	7.733683	7.537908	6.840501	7.030106	8.659542	9.386093	7.586133	5.672985	7.031337	6.590347	7.828174	6.275566	9.776137	10.094844	10.380764	7.137399	8.463905	10.079060	7.448757	7.540242	5.958540	7.310784	9.171582	6.119082	7.203801	8.978395	6.840849	6.948074	8.248927	9.023941	7.967638	9.362142	7.165765	6.310762	5.936403	7.175296	9.295307	6.307804	5.986323	7.930823	6.916094	6.937976	6.141058	6.657436	5.836483	9.743990	7.522698	8.727838	10.240146	8.122707	5.994751	6.787987	7.111754	8.854217	6.480002	6.930386	6.364802	10.354965	7.270489	9.419751	7.200759	6.757462	10.677270	5.891704	8.711455	8.109625	6.821598	10.403666	9.324303	6.793515	7.023772	6.590183	7.142824	9.174931	6.980230	6.299234	6.943414	6.628668	10.028133	7.178806	5.955806	6.619163	6.451408	9.437356	8.542656
Probe 742	4.555928	6.811321	4.394378	4.488077	4.485377	7.406402	4.522191	4.390423	6.045737	4.764236	3.898065	4.725868	4.088650	4.787601	4.792012	6.283572	6.025645	5.021574	4.568039	4.679686	3.932482	3.716292	5.888368	5.196708	4.085649	5.941605	5.555915	4.156088	4.518319	4.368867	4.727807	4.220486	4.602386	5.803493	5.415328	6.994274	4.139144	4.470678	7.480698	4.623303	5.509964	4.828192	5.607476	4.230866	4.411436	5.924843	5.201971	3.900131	6.974257	7.638889	6.579654	5.204788	6.074202	6.891111	4.683488	4.745212	3.845200	6.868805	5.408366	8.127564	3.816583	5.210679	4.387342	4.848090	5.774222	6.449218	5.018239	5.997205	7.239549	4.295692	4.593018	4.646576	4.171433	4.304362	5.349994	6.408543	4.307958	4.038044	7.070558	4.376595	4.477242	6.049804	4.692079	4.204523	7.407173	5.460016	6.293398	6.929207	4.304033	5.683266	6.733868	4.421269	5.875213	4.309546	3.337224	7.774549	3.594614	4.677476	4.205018	5.464806
Probe 743	8.126063	10.233371	7.593238	9.875508	10.605023	10.107877	9.384703	7.033038	7.206113	10.371991	8.252440	7.812773	10.956759	10.242004	10.224636	8.908620	8.074848	7.572000	8.913742	6.960717	7.130513	9.586202	9.874394	8.740888	9.215131	7.770870	9.429198	7.686398	6.771909	6.767551	7.710808	8.885572	6.281384	8.587872	8.060022	10.307400	9.212106	10.574857	9.741744	7.957888	10.252114	8.329833	8.897677	10.132163	6.907342	7.621295	10.624258	9.526116	8.974234	9.991032	7.240340	9.711484	9.540011	9.834784	8.347034	9.454422	7.813342	9.996123	6.257104	10.245870	10.584541	9.697441	9.126762	10.609752	6.407635	10.018693	8.188147	9.566986	9.238697	9.247199	9.685488	9.496593	7.049587	9.846742	10.574849	7.235321	9.409227	6.449260	9.547585	10.043211	9.191426	9.025138	6.325724	6.611513	8.001224	8.965274	9.385023	7.152187	10.556282	9.412287	9.369118	7.730763	9.462206	6.953411	7.867218	10.176336	9.666499	9.095669	10.483204	8.405059
Probe 744	5.056606	3.820505	4.689302	4.397554	7.477787	3.726763	4.152531	4.084473	6.270660	6.192911	4.942402	4.941642	6.672793	6.079470	8.394755	4.984775	5.471964	4.060124	4.240411	4.369018	4.475273	6.712839	4.045822	4.245335	4.099927	4.752987	3.858651	3.650099	3.828587	4.348774	4.631116	5.923438	3.962677	5.024510	5.339117	3.770099	5.934161	6.933105	3.706935	5.931653	8.989992	4.141233	3.958923	7.420612	3.779111	5.382059	8.388494	4.307718	3.497758	3.685997	4.238834	8.154267	4.260938	3.792417	7.254234	4.171622	3.603313	3.838805	4.273055	3.799632	6.736398	6.556548	5.966203	6.878992	6.061425	3.794755	5.641849	5.043989	4.874730	3.978748	3.975214	4.162853	4.194155	4.647935	7.935564	4.228713	3.710514	4.100465	3.457194	5.676803	7.513961	4.562302	3.891166	3.810644	3.519613	4.310491	4.093691	3.715031	6.712348	4.757896	3.782544	3.960299	4.074281	4.516751	3.483607	3.611740	4.810617	5.050195	6.813749	3.933344
Probe 745	5.686650	6.247501	5.916329	5.282359	5.679906	8.232716	5.646495	10.205084	6.620649	5.747592	5.546492	5.548146	5.483622	5.834534	5.460654	7.093949	6.785329	5.689070	5.277976	9.733497	8.968861	5.260406	8.400429	5.445492	5.683942	7.262643	6.001007	5.374818	8.639179	8.999767	5.838521	6.397730	8.326828	6.784526	6.774637	5.960266	5.437400	5.506263	6.528785	5.394395	5.438401	5.208405	6.500981	5.369132	9.831303	6.823645	6.425740	5.540771	6.823534	6.872364	5.926529	5.649277	6.079272	7.201134	5.162066	5.327847	8.589932	6.571953	5.682889	6.334288	5.577092	5.259706	6.822953	5.906618	6.717169	6.597148	5.779918	5.050413	7.289911	5.216083	5.127445	5.545478	9.176973	5.322976	6.228789	5.369711	4.914222	9.918003	5.441714	5.638223	5.596349	6.740293	8.633947	8.186160	7.119989	5.168076	6.272162	7.089768	5.513092	4.974207	5.432777	6.399516	4.870725	9.755737	9.323029	6.302654	5.356948	5.641304	5.647384	8.635158
Probe 746	7.970484	5.975850	7.836922	5.997380	6.970166	6.206060	6.540660	6.793062	8.496400	6.596959	8.226159	6.885957	6.243496	6.607096	6.490320	7.818796	8.808947	8.666266	7.259382	6.931421	7.540402	6.778410	8.809577	7.491666	5.732876	8.629843	7.977401	7.292609	7.108044	7.336839	6.350516	9.051006	7.458244	8.258592	7.658727	6.216393	6.450916	6.225678	6.099906	8.184752	6.761788	6.603888	8.097268	6.649791	6.563025	8.908277	7.359197	6.222531	7.491087	5.964114	9.347467	6.955423	8.227304	6.141840	8.134723	5.903755	6.553898	6.087939	7.703784	6.822814	6.332526	7.365710	8.869985	7.156030	9.009527	6.424007	8.283482	6.402331	7.901654	7.209178	6.330917	6.898208	6.862702	6.049651	7.260185	10.326125	6.482299	7.196773	8.375321	6.488498	6.699747	8.404191	7.387055	7.023874	9.081556	8.049720	9.337507	8.969371	6.444195	6.284977	8.033086	9.097524	5.778780	7.616950	6.094908	6.462908	6.596867	6.683243	6.078504	7.066835
Probe 747	5.971285	6.382651	5.224810	5.162243	8.672815	6.900894	5.557356	5.148891	7.590991	5.323732	6.006207	5.453382	8.514174	5.795732	5.023376	4.860867	5.002646	4.929808	5.269523	5.381567	4.963661	5.292730	5.635904	5.618955	5.301084	5.157272	5.022062	4.814850	5.064521	5.380153	5.432246	7.550391	5.416899	5.156653	5.504798	6.407146	6.010766	8.354294	5.413931	5.958032	5.079059	5.399224	4.918367	5.578115	5.004683	5.880981	8.494215	5.506327	5.572712	5.568900	4.786670	5.050772	4.974510	7.069009	5.348798	5.228109	6.872413	6.834305	5.479017	7.068857	8.638304	5.341114	7.440390	8.769746	6.998505	7.173461	6.545096	5.191148	4.670201	5.177172	5.094087	5.308360	4.986673	4.883239	8.378580	4.844573	4.958134	5.438991	4.719020	6.006150	5.273555	5.281788	5.021551	6.032082	5.076861	5.554527	4.835649	5.068126	6.036803	5.053208	5.000442	5.084399	4.802262	5.277926	5.344683	6.536057	5.283504	5.607193	8.533423	5.324119
