Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62
Probe 76	-0.777331	-0.936784	-0.963359	0.039863	-0.249145	0.850414	-1.833709	-1.222469	-0.601269	-0.617879	-0.315584	0.039863	0.225891	0.342159	-1.933357	-0.368734	-1.428430	0.279042	0.166096	0.415240	0.521543	-1.866925	-0.950072	-0.494968	0.481679	-0.096336	-1.312163	1.222469	-0.239179	0.518221	0.548119	-1.338736	-1.744015	0.262433	0.102980	0.126233	0.860380	-0.176062	-0.448461	-0.358768	-1.627748	-0.083048	1.860282	-1.561305	1.262328	2.391793	0.235857	-3.581035	0.551440	-1.823733	-1.441717	-1.511481	-1.069661	0.501611	-1.102881	-0.488323	-0.803907	0.578015	0.401953	-0.166096	-0.906886	-1.959941
Probe 77	-0.501611	0.920174	0.069760	0.109624	-0.239179	0.265754	0.750756	-0.458426	-0.800584	-0.182705	-0.102980	-0.179384	-0.029897	0.312261	-0.182705	-0.528187	-0.475036	-0.202637	0.056473	-0.425206	-0.202637	-0.305618	-0.671030	-0.435172	0.039863	0.006644	-0.348802	0.365412	0.119590	-0.272399	-0.119590	0.421885	-0.262433	0.096336	-0.146165	-0.890276	0.391987	-0.239179	1.338736	-0.292329	-0.086370	-0.176062	1.152705	-0.229213	-0.159452	0.139521	0.093014	-0.488323	0.199316	1.494862	-0.029897	-0.232535	-0.176062	-0.259110	-0.401953	-0.252467	0.006644	0.451782	0.279042	-0.584660	-1.076304	-0.860380
Probe 78	-0.066439	0.335514	0.262433	0.754078	-0.053151	0.544796	0.312261	-0.438495	-0.388665	-0.451782	0.139521	-0.039863	0.079726	1.092915	0.063117	-0.568049	-0.853735	0.146165	0.003322	-0.209282	0.063117	0.053151	-0.275720	0.126233	-0.089692	-0.232535	-0.275720	0.023253	-0.431851	-0.195994	-0.116268	0.916852	-0.631166	-0.398631	-0.611235	-0.195994	-0.079726	-0.199316	-0.551440	-0.325549	0.049829	-0.601269	0.471714	-0.538153	0.292329	0.053151	-0.006644	-1.973227	0.159452	-0.385344	-0.222569	-0.445138	-0.727503	0.079726	-0.265754	0.242501	0.465070	0.720858	-0.013288	0.076404	-0.790618	0.225891
Probe 79	-0.312261	1.156026	0.338837	0.099658	-0.239179	0.561406	-0.192671	-0.581338	0.401953	-0.362090	0.411919	-0.222569	-0.119590	0.388665	-0.166096	-0.780653	0.368734	-0.195994	0.132877	-0.186028	0.079726	0.249145	-0.222569	-0.511577	-0.126233	-0.368734	-0.272399	0.136199	-0.597947	0.066439	-0.102980	0.006644	-0.189350	-0.634488	-0.229213	-0.009966	0.561406	0.408597	0.491645	0.006644	-0.242501	-0.707571	-0.697605	0.156131	0.262433	0.222569	0.418563	-1.275626	0.142843	0.109624	-0.152809	-0.338837	-0.571372	-0.338837	-0.345480	-0.936784	0.009966	1.146061	-0.624522	-0.036541	-0.348802	-0.378700
Probe 80	1.262328	1.544697	-0.893599	0.976647	0.126233	-0.013288	0.913530	-0.126233	-0.086370	-0.710892	0.498289	-0.385344	-1.448360	-0.468392	-1.069661	-0.441817	-0.661064	0.152809	0.279042	-1.063017	0.255788	-1.700823	-0.445138	-0.900242	0.039863	0.289008	-0.445138	1.415144	-0.564728	0.046507	0.132877	1.076304	-0.239179	0.126233	0.182705	-0.528187	1.501516	-0.581338	0.318905	-0.239179	-0.704249	0.242501	0.979968	-1.013189	0.205960	-0.727503	0.774009	-0.126233	-0.501611	-0.465070	-0.368734	-1.166002	-0.382022	-0.627845	-0.764043	-0.627845	-0.418563	-0.491645	-0.594625	-0.950072	-0.574694	0.617879
Probe 81	1.016510	0.524864	-1.445038	0.508255	-1.790517	1.398536	-2.368530	0.049829	1.212504	-2.042981	1.551340	-1.335414	-1.820412	0.657741	-1.777231	-1.315485	-0.129556	-0.674352	0.411919	-1.302198	-0.159452	-0.458426	-2.003122	-0.750756	-0.428529	-1.405179	0.225891	1.411822	0.607913	0.265754	1.471611	1.152705	0.415240	-1.056373	1.049730	-0.504934	0.388665	-1.126132	1.009866	-1.149383	0.631166	-0.511577	1.195896	-2.913328	-0.674352	-1.418465	1.511481	-1.312163	-0.823838	0.209282	-1.707466	-3.939811	-0.637811	0.083048	-0.544796	-1.415144	1.484897	-0.235857	-0.209282	-1.883533	-0.983291	-0.690961
Probe 82	-0.448461	0.883633	-0.166096	0.820516	-0.308939	0.083048	-0.378700	-0.544796	-0.219247	-0.744112	-0.199316	0.162775	-0.169418	0.056473	-0.465070	-0.332193	-1.288912	-0.813873	0.451782	0.132877	0.906886	-0.757399	-0.365412	-0.697605	0.033219	-0.205960	0.013288	-0.083048	1.003223	0.322227	0.754078	-0.172741	-0.382022	0.076404	-0.365412	-1.594521	1.803804	-0.318905	-0.627845	-0.126233	-0.983291	-0.438495	0.401953	-0.604591	-0.156131	0.418563	0.886955	-0.488323	0.222569	-0.122911	-0.896921	-0.767365	-0.993257	-0.016610	-0.209282	-0.009966	0.202637	0.259110	0.641132	-0.561406	-0.694283	-0.494968
Probe 83	-1.381917	-0.059795	-0.431851	0.033219	0.298974	-0.465070	-0.106302	0.122911	-1.013189	-0.212603	0.657741	-0.531509	0.358768	0.551440	-0.587981	-0.757399	0.521543	-1.338736	-1.332093	-0.970003	0.587981	-1.023153	0.205960	-0.322227	0.106302	-0.212603	-0.508255	0.348802	-0.249145	0.451782	0.049829	-0.182705	0.102980	-0.458426	-0.448461	0.182705	0.116268	-0.332193	0.930140	-0.860380	1.607819	-0.485002	-0.172741	-1.451681	-0.847091	0.149487	-0.624522	-1.013189	-0.611235	-0.029897	-1.518124	0.039863	-0.674352	-0.680996	-0.119590	0.481679	-0.385344	1.318806	0.325549	-0.524864	-0.651098	-0.847091
Probe 84	0.757399	0.813873	-1.342058	1.514803	-1.156026	-0.428529	-1.787196	0.109624	1.016510	-1.591199	0.136199	-1.259007	-1.557984	0.049829	-1.793839	-0.993257	-0.524864	0.136199	-0.176062	-1.753980	0.252467	-0.023253	-2.129353	-0.106302	-0.318905	-0.940106	-0.428529	0.727503	-0.428529	0.249145	0.189350	1.352022	0.903565	-0.172741	0.212603	0.212603	0.152809	-1.119489	1.185932	0.029897	0.162775	-0.109624	0.853735	-1.893498	0.338837	-1.348701	0.996578	-1.378595	-0.445138	0.003322	-0.358768	-2.278847	-0.923496	-0.677673	-0.853735	-0.940106	0.979968	0.764043	-0.023253	-1.528089	-1.763945	0.760722
Probe 85	0.093014	0.468392	-1.355344	-0.053151	-1.322128	1.315485	-0.876989	1.245720	0.774009	-1.617783	1.122810	-0.059795	-0.989934	-0.375378	-1.405179	-1.278947	0.215925	-0.979968	0.013288	-1.607819	1.428430	-0.388665	-1.338736	-0.724180	0.285686	-1.488219	-0.318905	0.787297	-1.800482	-0.232535	-1.295555	0.096336	-0.983291	-1.581235	-0.435172	-0.963359	0.617879	-0.551440	0.099658	-0.747433	0.498289	-0.750756	1.717442	-1.215826	-0.029897	-0.627845	-0.046507	-0.933461	-0.740790	-0.837126	-0.657741	-1.647678	-0.793941	-0.747433	-0.551440	-1.053051	0.514898	-0.481679	0.983291	-0.578015	-1.162680	-0.491645
Probe 86	-0.079726	0.896921	-0.973325	-0.966681	0.149487	-0.558083	0.435172	-0.069760	-1.053051	-1.763945	-0.242501	-0.345480	-1.381917	0.538153	0.385344	-0.262433	-1.169324	-0.269076	0.029897	-0.867023	0.089692	0.810550	-0.820516	-0.096336	-0.714215	-0.066439	0.431851	0.857057	-0.172741	0.212603	0.720858	1.116167	-0.269076	-0.112945	-0.551440	0.146165	0.594625	-0.923496	0.674352	-0.003322	-0.966681	-0.724180	0.983291	-1.162680	1.006544	-0.172741	0.099658	-0.597947	-1.082949	0.289008	-0.578015	-0.455104	-1.295555	-0.239179	-0.461748	-0.594625	-1.056373	0.408597	-0.491645	-0.003322	-0.680996	-0.970003
Probe 87	0.843770	0.468392	-1.770588	0.169418	-1.385249	0.272399	-2.062921	0.352125	0.408597	-1.714110	1.926714	-0.102980	-1.445038	-0.664386	-0.485002	-0.960038	-1.106202	-1.232434	-0.468392	-0.671030	0.395310	0.418563	-1.518124	1.714110	0.983291	-1.175967	-0.531509	-0.242501	-0.229213	1.249042	-0.106302	1.166002	-0.292329	-0.760722	-0.338837	-1.979870	-0.205960	-0.029897	0.471714	0.391987	-1.092915	-1.049730	1.431752	-2.318707	0.003322	0.587981	0.837126	-0.611235	-0.338837	1.551340	-1.474933	-0.920174	-1.139418	-0.192671	-1.438395	-1.079626	0.212603	-0.920174	-0.408597	-1.385249	-0.564728	-1.800482
Probe 88	-0.335514	0.445138	-0.112945	0.820516	-0.601269	-0.262433	-0.289008	0.252467	-0.730824	-0.521543	-0.166096	-0.395310	0.016610	-0.624522	-0.896921	-0.225891	-0.624522	0.009966	0.312261	0.019932	-0.089692	-0.531509	-0.401953	-0.066439	-0.644454	-0.471714	0.033219	0.671030	0.455104	-0.568049	0.597947	0.083048	1.315485	-0.840448	-0.166096	0.468392	0.966681	-0.342159	0.059795	0.089692	0.146165	-0.229213	1.119489	-0.355446	-0.405276	-0.335514	-0.362090	-1.435073	0.152809	-0.239179	-0.176062	-0.617879	-0.232535	-0.780653	-0.558083	-1.076304	0.382022	0.176062	0.727503	-0.554762	-0.521543	-0.255788
Probe 89	0.508255	0.880310	-0.003322	0.305618	-0.136199	0.890276	-0.116268	-0.063117	-0.401953	0.315584	0.494968	0.222569	0.604591	-0.122911	-0.601269	0.219247	-0.514898	0.016610	0.441817	0.229213	-0.019932	-0.156131	-0.382022	0.076404	-0.524864	0.528187	-0.352125	0.694283	0.338837	-0.850414	0.465070	-0.009966	0.116268	-0.046507	0.029897	-0.534830	1.063017	0.112945	-0.006644	-1.368630	0.149487	0.019932	-0.029897	-0.212603	0.069760	-0.019932	0.680996	-2.192475	-0.212603	0.382022	0.308939	-0.571372	-0.335514	-0.279042	-0.119590	-0.501611	0.634488	-0.215925	0.797263	0.159452	-0.332193	-1.667607
Probe 90	0.345480	-0.009966	-1.338736	0.289008	-1.082949	0.119590	-0.597947	0.694283	0.800584	-2.009765	-0.521543	-2.069565	-2.139318	0.568049	-1.066339	-1.491541	-1.166002	-0.222569	-0.305618	-1.458325	0.441817	-0.069760	-1.591199	-0.717537	-0.385344	-0.737468	0.202637	1.079626	-0.528187	0.611235	-0.621200	1.405179	1.212504	0.451782	-0.322227	-0.401953	-0.265754	-1.584556	0.219247	0.302295	-0.664386	0.823838	0.548119	-2.810347	1.670929	-1.265650	0.690961	-0.215925	-0.401953	-0.810550	-0.657741	-2.740593	-0.657741	-0.717537	-1.418465	-2.428330	0.979968	1.388571	-0.073082	-1.989835	-1.760623	0.232535
Probe 91	1.561305	0.847091	-1.398536	0.182705	-0.880310	0.760722	-2.072886	0.960038	0.946749	0.013288	-0.617879	-1.288912	-0.827160	-0.584660	-0.425206	-0.724180	0.239179	1.122810	-0.076404	-0.501611	0.302295	1.106202	-0.966681	-0.418563	-0.282363	-0.511577	-0.076404	-0.116268	-1.175967	0.355446	-0.840448	2.288812	-0.514898	-0.448461	1.009866	-0.568049	-0.800584	-0.541474	1.102881	0.169418	-0.461748	-0.398631	0.823838	-0.747433	1.096236	-0.099658	1.053051	-0.259110	0.491645	-0.385344	-0.876989	-1.979870	-0.724180	-0.564728	-0.817195	-0.764043	0.109624	0.830482	-0.152809	-1.707466	-1.564627	0.764043
Probe 92	0.298974	1.026476	-0.378700	-0.903565	-0.352125	1.215826	0.571372	0.119590	-0.644454	0.229213	-0.524864	0.594625	-0.112945	0.405276	-0.272399	0.026575	-0.411919	-0.073082	0.518221	0.455104	0.342159	-0.232535	-0.378700	-0.521543	0.338837	0.205960	-0.926818	1.013189	0.279042	-0.212603	0.754078	-0.388665	0.093014	-0.793941	-0.156131	-0.259110	0.056473	-0.046507	0.262433	-0.122911	-0.289008	0.279042	-0.564728	-0.292329	-0.372056	0.594625	1.212504	-0.940106	0.099658	-0.451782	-0.989934	-0.421885	-0.564728	-0.315584	-0.388665	-0.116268	0.189350	0.680996	0.026575	0.514898	-0.737468	-1.631070
Probe 93	0.219247	0.382022	-2.743915	-0.003322	-1.082949	0.754078	-2.617683	1.099558	0.202637	-2.607719	2.474833	-2.006443	-2.757201	-0.491645	-1.916749	-0.750756	-0.754078	-1.056373	-0.132877	-2.052957	0.478357	-0.654420	-2.441617	-0.684317	0.514898	-0.989934	-0.308939	0.222569	-0.737468	0.325549	0.199316	0.541474	0.541474	0.352125	0.355446	-0.109624	-0.637811	-1.577913	0.661064	-0.641132	-0.544796	0.876989	0.375378	-2.524668	0.461748	-1.401857	0.182705	-2.049624	-0.916852	-0.122911	-0.767365	-4.252064	-0.936784	-0.126233	-1.192575	-1.285590	0.561406	0.494968	0.232535	-2.039659	-1.232434	1.777231
Probe 94	0.142843	0.857057	-0.973325	-0.541474	-0.225891	0.538153	-1.265650	0.182705	0.076404	0.617879	-0.056473	0.375378	-0.674352	0.358768	-0.455104	-0.225891	0.511577	-0.697605	-0.584660	-0.298974	0.508255	0.292329	-0.471714	-0.611235	-0.043185	0.345480	-0.760722	0.561406	-1.006544	-0.182705	1.112845	-0.312261	0.136199	-0.046507	0.408597	0.205960	0.056473	-0.840448	0.704249	0.249145	-0.451782	0.378700	-0.298974	-0.265754	0.013288	0.358768	0.823838	-0.279042	0.428529	0.355446	-0.348802	-0.900242	-0.754078	-0.099658	-0.465070	0.066439	0.325549	0.322227	0.362090	0.591303	-0.727503	-1.016510
Probe 95	-0.853735	0.906886	-0.966681	0.671030	-0.717537	-0.468392	-1.229112	-0.129556	-1.142740	-1.255685	-0.471714	-0.873667	-0.674352	0.066439	-0.551440	-0.445138	-1.189253	0.342159	-0.136199	-0.471714	-0.079726	0.574694	-0.498289	-0.279042	0.019932	-1.126132	-0.259110	0.285686	-0.129556	0.076404	-0.401953	0.764043	-0.621200	-0.448461	-0.843770	0.136199	0.056473	-0.936784	0.259110	0.611235	-0.385344	-0.338837	2.335314	-0.587981	0.093014	-0.501611	0.212603	-2.013086	-0.355446	0.242501	-0.425206	-0.989934	-0.534830	-0.322227	-0.435172	-0.587981	-0.375378	-0.096336	-0.126233	-0.976647	-1.079626	0.501611
Probe 96	-1.318806	0.401953	-0.591303	0.066439	-0.179384	-0.305618	-0.518221	-1.169324	-0.581338	-0.950072	0.139521	-0.215925	-0.677673	-0.252467	-0.089692	-0.504934	-1.225791	0.461748	0.169418	-0.886955	1.614462	-0.166096	-0.764043	-0.219247	-0.494968	-0.561406	-0.013288	0.013288	-0.382022	-0.548119	0.049829	0.146165	0.458426	-0.335514	-0.358768	0.102980	-0.584660	-0.521543	0.418563	0.807229	-0.262433	-0.205960	1.282269	-0.488323	-0.352125	-0.298974	0.584660	-0.511577	-0.388665	-0.132877	-0.448461	-0.083048	-1.169324	-1.704145	-0.850414	-0.335514	-0.079726	-0.152809	1.082949	-0.807229	-2.418365	0.112945
Probe 97	1.445038	0.362090	-0.521543	2.836931	-1.657642	1.381917	0.617879	-0.498289	-2.202440	-2.650899	0.016610	-1.773909	-1.597843	-1.697502	-2.375174	0.601269	-1.880212	0.152809	2.431652	-2.116067	-0.876989	-2.763845	-1.910106	-0.079726	-0.249145	0.305618	-0.754078	1.943333	-2.086173	-0.993257	2.056278	0.149487	-0.534830	0.607913	-1.159348	-1.205861	-0.322227	-1.963263	-1.488219	-1.903463	-0.023253	-1.650999	1.607819	-2.092816	-1.896820	-0.498289	1.574592	-2.976449	-1.252363	-1.674250	-2.288812	-1.893498	-1.448360	-0.279042	-1.338736	-2.574492	1.172645	-2.448260	0.803907	-0.966681	-0.132877	-1.335414
Probe 98	0.079726	-0.774009	-0.132877	-1.415144	-0.777331	0.043185	1.195896	-1.724085	0.584660	-1.361987	0.830482	-0.597947	-1.461646	0.285686	-1.322128	0.328871	-1.102881	-1.647678	0.382022	-0.920174	-1.049730	0.534830	-1.152705	1.096236	-1.557984	-0.581338	-1.916749	0.285686	-0.910208	-1.192575	-1.411822	-1.209183	-0.265754	-1.116167	-1.066339	-1.039764	0.229213	-0.970003	-0.597947	2.830288	0.106302	-1.365309	0.943427	-0.896921	-1.268971	1.690858	0.000000	-1.395214	-0.933461	1.003223	-1.066339	-0.687639	-1.139418	-0.880310	1.704145	0.073082	-0.541474	-1.371952	-1.242399	-1.478254	-0.501611	-0.886955
Probe 99	1.026476	1.013189	-1.763945	1.079626	-0.800584	0.425206	-1.009866	0.674352	0.833804	-1.036442	-0.126233	-1.418465	-0.787297	-0.398631	-0.677673	-0.368734	-0.485002	-0.079726	0.720858	-0.953393	0.810550	-0.102980	-1.345379	-0.199316	0.425206	-1.488219	0.016610	0.820516	-0.126233	-0.079726	0.272399	1.584556	0.940106	-0.093014	0.056473	0.518221	0.212603	-1.288912	-0.156131	-0.318905	-0.023253	0.162775	0.122911	-1.910106	0.541474	-0.883633	1.438395	-0.272399	-0.249145	-0.581338	-0.335514	-1.783874	-0.355446	-0.176062	-0.604591	-0.807229	0.597947	0.707571	0.315584	-1.099558	-0.322227	0.634488
Probe 100	0.106302	0.136199	-0.790618	0.637811	0.086370	0.372056	0.365412	-0.700927	0.335514	-0.574694	0.205960	-0.504934	0.079726	-0.425206	-0.146165	-0.458426	-0.275720	0.089692	0.455104	-0.269076	0.661064	-0.637811	-0.857057	-0.478357	0.395310	0.425206	-0.617879	0.156131	0.368734	-0.318905	0.036541	-0.478357	-0.690961	-0.192671	0.182705	0.415240	0.352125	-0.518221	-1.036442	0.564728	0.511577	-0.551440	0.511577	-0.116268	0.139521	1.069661	0.564728	-1.627748	0.777331	-2.026373	0.202637	-0.956715	-0.647775	-0.192671	-1.358666	-0.358768	0.714215	0.571372	0.511577	-0.438495	-1.006544	0.136199
Probe 101	-2.514703	0.777331	-3.481376	0.514898	-3.740494	2.056278	-3.408301	-2.172545	-2.800382	-2.929936	0.172741	-3.710588	-2.129353	-2.714010	-2.341958	-2.285491	-1.411822	-2.700723	0.611235	-3.305320	0.900242	-4.262028	-2.541276	-3.036238	-2.730629	-2.740593	-2.803704	-0.913530	-3.571070	-0.365412	1.451681	0.458426	-3.820212	-2.315385	-2.149283	-1.724085	1.099558	-3.431552	-3.292034	2.557884	-2.165902	2.335314	3.594321	-0.568049	-2.627648	-4.597543	2.312063	-2.411722	-2.554562	0.840448	-3.478054	-2.820312	-2.531311	-3.717242	-2.896720	-2.999700	1.843674	-3.106002	-0.538153	-2.009765	-1.936679	-0.345480
Probe 102	1.305520	0.554762	-1.338736	0.707571	-1.690858	1.139418	3.228912	0.544796	0.106302	-1.408501	1.886855	-0.627845	-1.840352	-0.318905	-1.837031	-1.182610	-0.391987	-1.817090	0.431851	-1.587878	-0.126233	-1.647678	-2.345279	-2.338636	-1.783874	-1.312163	-1.023153	0.578015	-1.710788	-0.186028	2.418365	-0.023253	-0.521543	-0.119590	-0.368734	-1.813769	2.554562	-1.106202	-0.757399	-2.069565	-1.099558	-0.468392	-0.920174	-1.926714	-0.538153	0.239179	1.518124	-2.016408	-0.893599	-0.970003	-1.837031	-2.305420	-0.800584	-1.385249	-1.029798	-1.285590	1.421787	-1.182610	0.033219	-1.870247	-1.707466	-2.557884
Probe 103	1.019832	0.631166	-0.438495	0.182705	-0.292329	0.488323	-0.710892	0.421885	-0.514898	-1.498195	0.026575	-0.777331	-0.568049	0.129556	-0.601269	-0.342159	-0.229213	-0.179384	-0.102980	-1.342058	1.089592	-0.867023	0.039863	-0.717537	-0.710892	-0.046507	-0.411919	0.950072	-0.720858	0.637811	-0.428529	2.145961	-0.019932	0.960038	-0.378700	0.292329	0.524864	-1.900141	-1.375274	-0.827160	-0.338837	-0.365412	1.156026	-1.036442	0.714215	1.006544	2.039659	0.960038	-0.132877	-1.156026	-0.461748	-1.411822	-0.046507	-0.136199	-0.571372	-0.232535	0.159452	-0.617879	-0.066439	-0.554762	-0.574694	0.093014
Probe 104	-0.259110	-0.093014	-0.368734	1.129453	0.142843	-0.328871	-0.033219	-0.378700	-0.518221	-0.498289	0.425206	0.139521	-0.345480	1.222469	-0.215925	0.053151	0.112945	-0.016610	0.006644	-0.568049	0.119590	-0.940106	-0.521543	0.136199	-0.880310	-0.086370	0.169418	-0.365412	0.391987	0.707571	-0.667707	-0.023253	-0.043185	0.053151	-0.391987	0.710892	-0.195994	-0.481679	-0.468392	-0.654420	-0.083048	-0.142843	1.016510	0.089692	0.966681	0.754078	-0.093014	-1.212504	-0.315584	0.136199	0.225891	-0.086370	-0.431851	0.690961	-0.269076	0.142843	-0.783975	0.445138	0.142843	-0.132877	-0.558083	-0.036541
Probe 105	0.847091	0.574694	-0.056473	0.780653	0.375378	1.827055	0.581338	0.069760	-0.451782	-0.481679	0.189350	0.136199	-0.368734	0.694283	-0.777331	-0.308939	-0.906886	-0.504934	0.601269	-0.541474	-0.162775	0.076404	-0.298974	-0.016610	-0.900242	-0.189350	-0.807229	1.740693	-0.089692	-0.534830	0.508255	1.272293	0.242501	-0.697605	-0.508255	0.046507	0.445138	-0.398631	-0.102980	-0.591303	-0.338837	0.000000	-0.867023	-0.564728	-0.102980	-0.069760	1.368630	-0.119590	-0.049829	-0.893599	-0.744112	-0.591303	-0.737468	-0.259110	-0.382022	-0.099658	1.086270	0.468392	-0.152809	0.059795	-0.654420	-1.773909
Probe 106	1.763945	0.312261	-0.152809	0.355446	0.657741	0.189350	1.421787	0.146165	-0.332193	-0.541474	0.302295	-0.362090	-0.129556	0.421885	0.295652	0.235857	-0.345480	-0.342159	1.973227	-0.531509	0.029897	-0.252467	0.049829	0.282363	-0.136199	0.156131	-0.870346	0.096336	0.109624	-0.182705	1.308842	0.136199	-0.448461	-0.727503	-0.146165	0.478357	0.594625	-0.465070	-0.229213	-0.362090	-0.159452	0.139521	-0.073082	0.159452	0.272399	0.438495	1.288912	0.272399	0.202637	-0.249145	-0.421885	0.239179	0.152809	0.122911	-0.322227	-0.634488	-0.079726	-0.169418	0.342159	0.179384	0.076404	-0.923496
Probe 107	1.212504	0.860380	-1.255685	1.252363	-0.415240	0.979968	-0.581338	1.338736	0.568049	-0.970003	0.764043	-1.156026	-0.096336	0.415240	-1.219148	-0.664386	-0.787297	-0.023253	0.657741	-0.657741	0.099658	-0.195994	-1.265650	0.195994	0.112945	-0.418563	-0.587981	0.232535	0.152809	-0.096336	1.677572	0.232535	-0.053151	-0.591303	0.069760	0.126233	0.232535	-0.368734	-0.833804	0.003322	0.279042	0.292329	0.096336	-1.072983	0.488323	-0.697605	0.209282	-1.886855	0.282363	-0.122911	-0.657741	-0.690961	-0.292329	-0.671030	-1.199218	-0.790618	0.481679	0.737468	-0.405276	-0.485002	-0.830482	-0.661064
Probe 108	1.564627	0.315584	-1.235756	0.431851	-0.574694	0.647775	-1.172645	0.920174	1.571270	-1.308842	1.059695	-1.621105	-1.365309	0.136199	-0.830482	-0.179384	0.142843	-0.352125	0.315584	-1.325450	0.195994	0.318905	-1.126132	-0.069760	-0.315584	-0.697605	-0.388665	0.657741	-1.019832	-0.076404	-0.156131	1.817090	-0.242501	-0.182705	0.767365	-0.315584	0.518221	-1.086270	0.564728	0.710892	0.222569	0.690961	0.219247	-1.750658	0.036541	-0.916852	1.577913	1.817090	-0.109624	0.368734	-0.455104	-1.581235	0.345480	-0.053151	-0.441817	-0.644454	0.109624	0.777331	-0.212603	-1.315485	0.229213	0.747433
Probe 109	-0.391987	0.754078	-0.186028	0.016610	-0.401953	0.465070	0.169418	-0.046507	-0.112945	-0.654420	0.189350	-0.528187	-0.169418	0.279042	-0.448461	-0.554762	-0.581338	-0.195994	0.019932	-0.332193	-0.079726	1.046407	-0.767365	-0.461748	-0.445138	-0.425206	-0.152809	-0.368734	0.501611	0.704249	-0.186028	0.016610	0.597947	-0.312261	0.259110	-0.617879	0.172741	-0.149487	0.205960	0.315584	-0.418563	-0.352125	-0.186028	-1.039764	0.182705	-0.029897	0.644454	-2.408401	-0.059795	0.345480	-0.302295	-0.840448	-0.697605	-0.724180	-0.249145	-0.617879	0.910208	0.767365	0.524864	-0.531509	-0.800584	-0.587981
Probe 110	-0.528187	-1.268971	-1.780553	-0.421885	-0.607913	-0.920174	-1.607819	-0.979968	-0.435172	-0.933461	2.268872	-0.428529	-0.431851	-0.491645	-0.680996	-0.249145	-1.166002	-0.302295	0.109624	-0.704249	-0.166096	-1.534732	-1.172645	-0.548119	-0.641132	-0.385344	-0.787297	-0.893599	-0.730824	-0.674352	-0.485002	-0.857057	-0.903565	-0.963359	-0.345480	-0.179384	-1.109524	-0.524864	0.332193	-0.584660	0.830482	-1.089592	-0.607913	-1.611140	-0.252467	0.096336	-0.807229	-1.514803	-0.451782	-0.222569	-0.541474	-1.202540	-0.790618	0.212603	-1.471611	-0.797263	-0.707571	-0.843770	1.611140	-0.694283	-0.730824	0.129556
Probe 111	-0.611235	-0.425206	-0.043185	-0.524864	0.857057	-0.647775	-0.661064	-1.219148	-0.989934	0.375378	0.637811	0.561406	-0.269076	0.544796	0.049829	-0.760722	-1.053051	-0.292329	-0.003322	-0.448461	0.398631	-1.644356	0.458426	-0.222569	-0.993257	0.063117	-0.578015	-0.162775	-0.225891	-0.438495	-0.059795	0.465070	0.318905	-0.282363	-0.946749	-0.166096	0.275720	-0.106302	0.073082	-0.282363	0.099658	0.119590	-0.262433	-0.182705	0.528187	1.288912	0.431851	-1.185932	-0.265754	-0.667707	-0.112945	0.524864	-1.033119	0.345480	-0.252467	0.697605	0.455104	0.249145	0.106302	-0.368734	-0.966681	-0.272399
Probe 112	0.146165	0.179384	-0.797263	1.903463	-1.773909	1.740693	0.717537	-0.876989	-2.335314	-1.488219	0.820516	-1.524768	-0.797263	-1.245720	-1.541376	-0.850414	-1.455003	0.063117	0.960038	-0.282363	-0.126233	-1.358666	-1.109524	-0.199316	-1.521446	-0.976647	-1.295555	2.763845	-0.730824	0.415240	0.318905	-1.202540	-1.581235	-1.833709	-1.684215	-0.734146	1.551340	-0.946749	-1.999800	-1.584556	-0.996578	-0.847091	1.275626	-0.501611	-0.999900	-0.312261	1.348701	-3.278747	-0.524864	-1.395214	-0.581338	-1.245720	-1.102881	-0.780653	-0.538153	-1.866925	1.308842	-1.521446	-0.342159	-1.747337	-0.926818	0.039863
Probe 113	1.428430	-0.335514	-0.880310	0.873667	-0.767365	0.259110	-0.269076	1.225791	-2.830288	-1.122810	1.441717	-0.617879	-0.518221	-0.358768	-2.541276	-1.361987	-0.923496	-0.853735	1.066339	-1.029798	0.827160	-1.391893	-1.405179	-0.757399	-1.969906	-0.401953	-1.361987	0.740790	-1.890176	-1.680894	1.112845	1.288912	-1.670929	-1.126132	0.421885	-0.651098	0.870346	-1.063017	-1.119489	-2.185832	-1.185932	-1.837031	1.883533	-2.368530	-3.016308	0.478357	0.076404	-2.009765	-0.989934	-2.089494	-2.637613	-1.219148	-2.076208	-0.073082	-1.401857	-1.687537	1.282269	-0.262433	0.946749	-0.109624	-0.896921	-2.803704
