Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62
Probe 2766	0.475036	1.368630	1.664286	-0.418563	-1.561305	-6.643856	-2.202440	-0.830482	-0.265754	0.126233	-1.737372	-2.531311	-0.421885	-2.262228	-1.856960	-3.232234	-0.382022	-1.830388	0.401953	-1.079626	-0.637811	-0.338837	2.770488	-2.690758	-3.185732	-2.119389	-2.557884	0.478357	1.152705	-1.704145	-2.836931	2.484797	2.405079	-0.558083	-1.989835	-0.378700	-2.491452	-1.996478	-0.312261	-1.601164	2.989735	-1.242399	-0.953393	-3.803604	-2.444938	-2.438295	-0.554762	1.730729	0.083048	4.099259	-1.780553	0.913530	-1.587878	-2.182510	-2.687437	-0.737468	-2.305420	-2.381828	-1.890176	-3.016308	-0.528187	-2.049624
Probe 2767	0.036541	0.335514	-0.365412	0.807229	0.279042	0.408597	-0.252467	1.209183	0.112945	1.089592	0.039863	-0.514898	0.451782	-1.063017	-0.282363	-0.169418	-0.571372	0.415240	0.235857	-0.335514	0.783975	0.843770	0.019932	0.867023	-0.979968	-0.162775	-0.136199	0.079726	0.013288	0.156131	0.073082	-0.365412	0.282363	-0.886955	-0.478357	-0.491645	-0.740790	-0.279042	-0.405276	-0.142843	0.000000	0.036541	-0.740790	0.694283	-0.867023	0.355446	0.009966	-0.405276	0.302295	-0.591303	-0.186028	-0.435172	0.000000	-0.684317	-0.627845	0.169418	0.212603	0.355446	0.465070	-0.219247	0.860380	-0.435172
Probe 2768	-0.073082	-1.823733	-1.777231	-1.690858	-0.850414	-6.643856	-0.408597	-2.082851	-1.229112	-2.042981	0.780653	0.544796	-0.833804	-3.096037	-0.428529	0.730824	1.305520	1.371952	0.023253	-0.867023	0.461748	0.717537	-2.315385	-0.179384	0.833804	1.548019	0.322227	-0.308939	1.813769	0.156131	0.431851	-0.843770	1.431752	-2.810347	0.950072	-3.371752	-1.501516	-1.205861	0.438495	-0.112945	-1.285590	2.285491	-2.391793	-4.547719	0.418563	0.740790	-1.096236	1.993157	-0.149487	-0.405276	0.162775	-1.940011	-1.092915	0.039863	0.425206	-0.893599	-0.076404	-0.750756	-0.265754	0.943427	0.093014	-0.481679
Probe 2769	-0.770688	-0.132877	-0.006644	0.342159	1.119489	0.382022	-0.089692	-0.657741	0.501611	1.043085	-0.644454	-0.478357	-0.166096	1.268971	0.431851	-0.458426	0.066439	0.215925	-0.239179	-1.385249	0.375378	-0.378700	-0.770688	-0.548119	-0.119590	0.541474	0.531509	-1.332093	-0.302295	0.059795	-0.335514	-0.880310	-0.896921	-0.106302	0.249145	0.295652	-0.976647	-0.657741	-0.398631	0.245822	0.229213	-0.920174	0.468392	0.195994	0.764043	0.249145	-0.415240	0.146165	-0.926818	0.132877	-0.019932	0.305618	0.352125	-1.033119	-0.405276	-0.657741	-0.913530	0.056473	0.714215	0.730824	-0.089692	0.315584
Probe 2770	0.627845	-0.767365	-0.514898	0.159452	-0.601269	1.116167	-1.249042	-0.847091	0.737468	-0.677673	-0.179384	-0.554762	0.704249	-0.867023	-0.249145	-1.318806	0.594625	-0.199316	0.564728	-1.182610	0.813873	-0.265754	-0.514898	-0.285686	-0.458426	-0.405276	-0.910208	-0.611235	-0.631166	0.043185	0.298974	0.827160	0.292329	-0.139521	-1.023153	-0.225891	0.182705	0.129556	0.249145	0.033219	-1.139418	-0.169418	-0.059795	-0.109624	-0.169418	0.332193	-0.205960	-0.076404	1.082949	1.451681	0.255788	-0.308939	-0.627845	0.863701	0.687639	0.514898	-0.554762	-0.338837	-0.338837	-0.421885	0.415240	-0.358768
Probe 2771	-0.285686	-0.023253	0.521543	-0.282363	0.000000	0.332193	-0.976647	0.365412	-0.425206	0.096336	0.265754	-1.175967	-0.265754	0.358768	-0.574694	-1.003223	1.076304	-0.259110	1.650999	0.534830	-0.099658	0.083048	0.956715	-0.687639	-0.096336	-0.219247	0.136199	-0.637811	-0.269076	-0.269076	-0.205960	0.803907	-0.501611	0.418563	-0.687639	-0.514898	0.720858	-1.222469	-0.528187	-0.667707	-0.468392	-0.282363	2.268872	-0.498289	-0.661064	1.318806	-0.132877	-0.083048	0.441817	0.338837	-0.325549	-0.235857	-0.205960	-0.408597	-1.205861	-0.209282	-0.225891	0.192671	-0.591303	0.584660	0.411919	0.079726
Probe 2772	3.345179	-2.714010	0.707571	0.568049	-3.272104	2.338636	-3.850117	-2.003122	1.524768	-3.484697	-2.415044	-4.235456	-2.199118	-4.042781	-2.953198	-3.079429	-3.195696	-0.538153	-1.398536	-3.202340	0.790618	0.707571	-0.627845	-2.139318	-2.584456	-3.707267	-3.301999	3.182410	-2.793739	-2.966484	-2.900041	-1.690858	1.408501	-1.365309	-3.750458	-0.883633	-0.202637	1.740693	-4.006243	0.292329	-0.651098	-0.401953	0.312261	-2.189153	-3.547819	-0.953393	-1.979870	-2.880112	0.308939	-1.009866	-3.301999	-1.428430	-3.438195	0.046507	-2.059600	-2.919971	-2.963163	-0.199316	-1.003223	0.199316	-0.049829	-3.627548
Probe 2773	-2.910006	1.521446	0.016610	-1.445038	0.548119	-6.643856	-1.687537	-1.169324	-1.664286	-2.501416	-2.175867	0.063117	-2.052957	-0.601269	1.358666	0.182705	-0.139521	-1.866925	-0.448461	0.687639	-2.425009	-1.003223	-1.096236	-0.172741	-2.986414	0.169418	1.006544	-0.717537	1.534732	-0.425206	1.827055	0.717537	-0.511577	0.116268	-3.003022	-2.697402	1.538054	-1.298877	0.597947	0.285686	-1.126132	-0.345480	0.644454	-3.295355	1.700823	0.355446	0.584660	-3.109324	0.441817	-1.564627	-1.086270	0.468392	-0.385344	-3.076108	0.727503	0.930140	-0.800584	0.468392	0.179384	-3.079429	-0.215925	-2.900041
Probe 2774	-0.262433	-0.671030	-0.192671	-0.581338	-1.102881	-1.973227	-1.637713	-1.866925	0.279042	-0.913530	-0.451782	-1.006544	1.136097	-0.770688	-0.674352	-1.554662	0.142843	-1.235756	1.059695	-1.371952	-0.757399	-0.488323	-0.332193	-1.112845	-0.564728	-0.936784	-1.156026	-0.820516	-1.278947	0.285686	0.209282	0.946749	0.046507	0.607913	-1.564627	-0.797263	1.528089	0.352125	-0.425206	-0.285686	-0.139521	0.362090	0.112945	-0.641132	-1.139418	0.222569	-0.734146	-1.162680	1.680894	1.059695	-0.607913	0.003322	-0.345480	1.584556	0.886955	0.202637	-0.049829	-0.694283	0.046507	-0.797263	0.448461	-0.823838
Probe 2775	-0.946749	-0.006644	-0.435172	-0.056473	0.322227	-6.643856	0.096336	-0.963359	0.465070	-0.292329	0.039863	-0.631166	-0.372056	-0.372056	0.362090	-0.136199	-0.378700	0.086370	0.853735	-1.099558	-0.764043	0.913530	0.568049	-0.498289	-0.900242	0.398631	0.488323	-0.611235	-0.099658	0.119590	-0.597947	-0.903565	1.584556	-0.093014	0.697605	0.239179	-0.491645	-0.631166	0.156131	-0.189350	1.119489	0.707571	-0.312261	-0.661064	0.504934	0.651098	-0.724180	1.302198	-0.285686	-0.186028	0.704249	-0.511577	-0.189350	-0.029897	-0.378700	-0.677673	-0.242501	-0.215925	-0.112945	-0.262433	0.504934	-0.239179
Probe 2776	-0.617879	-0.099658	0.528187	0.172741	-0.182705	0.318905	-0.468392	-0.584660	0.405276	0.189350	0.292329	0.584660	-0.282363	-0.408597	0.003322	-0.289008	-0.089692	-0.491645	-0.295652	-0.322227	0.418563	1.079626	-0.963359	0.654420	-1.202540	-0.634488	0.328871	0.023253	-0.322227	-0.139521	-0.325549	-1.146061	0.903565	1.272293	-1.092915	0.375378	-1.770588	0.757399	0.315584	0.322227	-0.079726	0.215925	0.046507	-1.235756	-0.614556	-0.269076	0.727503	-0.647775	-0.906886	-0.013288	-0.501611	0.398631	1.149383	-1.272293	0.235857	-1.255685	0.142843	0.385344	-0.671030	-0.568049	-0.259110	0.714215
Probe 2777	-0.827160	-0.534830	-2.056278	-1.212504	-0.747433	-0.604591	0.604591	0.265754	-1.162680	-1.541376	0.026575	-0.348802	-0.807229	-0.837126	0.853735	0.255788	-2.826966	-0.076404	-3.810247	0.126233	-0.425206	-2.807025	-3.125932	-0.179384	-1.790517	-0.292329	-1.833709	3.102681	-0.235857	-0.993257	0.312261	-1.385249	-3.850117	-1.856960	0.046507	-0.627845	0.318905	-1.763945	-0.235857	-0.999900	-3.840152	-3.122610	-3.488019	-0.086370	1.199218	-2.079529	-0.079726	-1.448360	-3.421587	-2.976449	0.172741	-1.986514	-0.966681	-0.411919	-1.305520	0.162775	-0.328871	0.059795	-1.375274	-0.950072	-3.750458	0.285686
Probe 2778	-1.112845	0.494968	-0.900242	-0.398631	0.152809	-1.235756	0.445138	1.846996	0.265754	0.245822	-0.597947	0.272399	-1.607819	-0.348802	-1.066339	0.192671	0.026575	0.538153	0.810550	1.185932	-1.235756	-0.744112	0.943427	-0.332193	-0.132877	-0.139521	0.093014	0.059795	-0.255788	-1.242399	1.116167	0.142843	0.744112	0.445138	0.398631	0.355446	-1.265650	0.176062	0.365412	1.096236	0.707571	-0.053151	-0.624522	-0.172741	-0.528187	-1.458325	-0.558083	-0.531509	0.073082	-0.049829	-0.096336	0.073082	-0.724180	-0.594625	0.009966	0.136199	0.950072	-0.318905	-1.036442	-0.199316	-0.661064	-0.318905
Probe 2779	-3.747137	-2.823633	0.358768	-0.485002	-2.873468	-3.418265	-0.724180	-1.856960	-3.836831	-3.703945	-2.913328	0.760722	-4.129153	-3.939811	-2.896720	-1.166002	-3.478054	-2.640935	-4.252064	0.029897	-2.913328	-3.494673	-3.899941	-1.119489	0.853735	3.282069	0.607913	-1.172645	0.245822	-3.956419	-3.697302	-2.787096	-4.378306	-4.215526	-1.577913	0.252467	0.754078	-0.717537	0.817195	-3.112645	-4.129153	-3.680694	-4.371652	-0.518221	-2.810347	-2.182510	-1.381917	-3.876690	-4.630770	-3.793639	3.162480	1.431752	-1.518124	-3.152505	-3.870047	1.793839	-1.856960	1.129453	-3.149183	-3.275426	-3.351823	-3.684015
Probe 2780	-0.558083	-0.382022	-0.122911	1.159348	0.411919	0.003322	-0.996578	-0.571372	0.574694	0.511577	-0.989934	-1.315485	-0.059795	0.212603	0.744112	0.328871	-0.458426	0.009966	-0.478357	-1.398536	0.036541	-0.478357	0.491645	-0.996578	-1.411822	-0.760722	0.561406	-0.129556	-0.132877	-0.026575	0.046507	-1.302198	-0.501611	-0.724180	-0.933461	-0.498289	0.255788	-0.581338	-0.880310	-0.225891	0.043185	-0.521543	-0.242501	-0.079726	-0.614556	0.843770	-0.920174	-0.106302	0.096336	0.136199	-0.282363	0.501611	0.215925	-0.504934	-0.069760	-0.680996	-0.674352	-0.109624	0.651098	1.059695	-0.950072	-0.448461
Probe 2781	2.102781	-0.634488	-1.209183	-0.578015	1.106202	0.000000	-0.677673	-0.215925	-0.069760	1.229112	0.382022	-0.398631	2.106102	-1.744015	-0.325549	1.883533	-0.880310	-1.199218	-2.514703	0.215925	0.023253	-0.890276	-1.156026	0.302295	-1.338736	-0.843770	1.524768	-1.358666	-0.252467	-0.578015	-0.989934	-0.112945	-2.461546	-2.248942	-2.162580	-0.538153	0.591303	-1.039764	-0.142843	0.840448	-1.365309	-1.850317	-1.783874	-0.345480	-1.328771	-1.179288	-0.936784	-1.358666	-1.684215	-0.780653	-2.062921	2.079529	0.455104	-1.282269	-0.754078	0.548119	-0.710892	-1.571270	-1.943333	2.587778	-1.567948	-0.973325
Probe 2782	-0.930140	1.245720	0.269076	-0.747433	0.272399	-0.408597	1.239077	-0.906886	-0.544796	0.700927	-0.292329	0.069760	-0.485002	-0.627845	-0.265754	0.421885	0.926818	0.166096	-0.737468	0.501611	-0.199316	-0.787297	-0.883633	0.232535	-0.810550	0.023253	0.013288	0.099658	-0.063117	-0.461748	0.534830	0.049829	-1.185932	0.063117	0.195994	0.289008	0.438495	0.627845	0.322227	-1.162680	0.009966	-0.661064	-0.202637	-0.408597	0.461748	0.518221	0.215925	-2.355244	-0.744112	-1.298877	0.325549	0.009966	0.126233	0.322227	0.265754	0.149487	-0.940106	0.584660	-0.747433	-0.651098	-0.448461	0.913530
Probe 2783	0.999900	-1.504838	-0.561406	1.783874	-0.611235	0.000000	-0.548119	-1.714110	-0.093014	0.169418	-0.644454	0.232535	-0.538153	1.557984	0.717537	-0.760722	0.265754	-0.494968	-0.169418	-0.817195	-0.298974	-0.026575	-0.671030	-0.571372	-0.843770	-0.272399	0.000000	-0.837126	-0.229213	-0.172741	-0.777331	-0.269076	-0.232535	-3.534532	-0.003322	-0.840448	-0.727503	-0.594625	0.162775	-1.275626	-0.531509	0.342159	-0.654420	0.428529	-0.597947	1.139418	-0.813873	1.388571	-0.807229	-0.202637	2.664186	-0.119590	-0.471714	-0.259110	-0.574694	-0.455104	-0.169418	-0.963359	0.475036	-0.627845	0.415240	0.189350
Probe 2784	-0.186028	0.049829	0.764043	-0.830482	0.003322	0.787297	-0.215925	-1.338736	-0.554762	-0.073082	-0.059795	0.259110	0.013288	-0.096336	-0.335514	-0.252467	-0.441817	0.102980	0.039863	0.388665	0.491645	0.229213	-1.368630	-0.302295	0.079726	-0.232535	-0.401953	0.182705	-0.139521	0.342159	-0.215925	-0.458426	0.086370	-0.398631	0.345480	0.514898	0.066439	0.358768	-0.345480	-0.232535	-0.747433	-0.740790	-0.176062	0.611235	-0.345480	-0.468392	0.488323	0.292329	-0.717537	0.033219	-0.099658	-1.072983	-0.126233	-0.305618	-0.222569	-0.222569	0.724180	0.312261	-0.106302	-0.401953	0.594625	0.853735
Probe 2785	-1.089592	-0.820516	-0.667707	-0.249145	0.903565	0.255788	-0.704249	-1.033119	-0.511577	-0.222569	-1.229112	-0.504934	-0.876989	0.631166	-0.956715	-0.488323	-0.631166	-0.295652	0.388665	-0.202637	-0.272399	0.315584	0.106302	-0.953393	0.166096	-0.531509	0.920174	-0.358768	-0.614556	-1.082949	-0.667707	-0.455104	0.787297	-0.461748	-0.152809	0.146165	0.215925	1.072983	-0.471714	-0.328871	1.767266	-0.119590	-0.242501	-0.950072	-0.295652	-0.382022	-0.564728	0.116268	0.212603	-0.056473	-0.627845	0.611235	0.046507	-0.508255	-0.295652	-0.999900	0.182705	-0.255788	0.029897	-0.053151	0.684317	-0.401953
Probe 2786	-0.335514	0.096336	0.391987	-0.308939	0.086370	-0.053151	0.289008	-1.448360	-0.235857	0.192671	-0.009966	0.249145	-0.083048	-0.126233	0.039863	-0.308939	0.704249	-0.079726	0.209282	0.066439	0.019932	-0.152809	0.372056	0.870346	-1.033119	-0.172741	-1.136097	0.262433	0.245822	-0.076404	0.046507	1.215826	-0.378700	0.232535	0.418563	0.265754	0.033219	0.225891	0.036541	-0.249145	-0.086370	0.418563	1.189253	0.438495	0.013288	-0.561406	0.209282	-0.657741	0.169418	1.086270	0.006644	-0.604591	0.003322	-0.235857	-0.494968	0.332193	0.029897	-0.149487	0.142843	0.009966	0.737468	0.398631
Probe 2787	-0.255788	-0.136199	-0.312261	0.720858	0.345480	1.209183	-0.700927	-1.641034	-0.152809	-0.455104	-0.979968	-0.302295	1.225791	-0.073082	1.448360	-0.348802	-1.129453	-0.647775	0.129556	-0.973325	0.189350	0.122911	0.584660	-0.870346	-0.375378	0.066439	-0.714215	-0.840448	0.511577	0.000000	-0.262433	-0.584660	0.391987	-0.664386	-0.963359	-0.362090	-1.212504	-0.305618	-1.099558	-0.508255	0.568049	0.129556	-0.086370	-0.461748	0.976647	-0.275720	0.102980	-0.558083	0.298974	0.116268	-0.099658	-0.142843	0.225891	-0.627845	-0.714215	-0.963359	-0.365412	0.342159	0.285686	0.328871	0.195994	0.255788
Probe 2788	-1.332093	-0.724180	-1.076304	-0.405276	-0.853735	-1.106202	-1.016510	-0.355446	-0.684317	-0.073082	-0.195994	-1.195896	-0.651098	-1.205861	-1.162680	-1.096236	-0.817195	-0.863701	2.740593	-1.106202	-1.514803	-0.308939	0.478357	-0.820516	-0.538153	-1.059695	-0.933461	-0.448461	-1.006544	-0.973325	-0.783975	0.896921	0.521543	-1.185932	-2.026373	-0.624522	-0.528187	-0.923496	-2.023051	-0.893599	-0.694283	-0.205960	0.664386	0.578015	-1.049730	-0.863701	-1.242399	-0.983291	0.076404	1.441717	-1.302198	-0.717537	-0.883633	1.677572	-0.697605	0.036541	-0.690961	-0.896921	-1.860282	-1.461646	2.192475	-1.391893
Probe 2789	-0.883633	0.179384	0.142843	-0.710892	-0.099658	0.000000	0.421885	-0.036541	1.116167	0.411919	-0.823838	0.707571	-1.378595	-0.863701	-1.395214	-0.009966	-1.222469	0.710892	0.269076	-0.259110	-0.594625	-1.797161	0.431851	-0.548119	-1.674250	0.362090	-0.102980	-1.338736	-0.930140	-0.717537	1.265650	0.089692	-2.016408	1.810447	-0.036541	-0.096336	-1.328771	1.860282	0.132877	1.700823	0.119590	-1.139418	-0.847091	-0.388665	-1.275626	-2.361887	-0.810550	0.136199	-3.398336	-0.159452	-1.116167	-0.033219	0.318905	-1.345379	0.823838	-0.644454	0.647775	1.169324	0.026575	-1.328771	-1.225791	0.601269
Probe 2790	-0.245822	1.448360	-0.973325	-1.112845	-0.328871	0.159452	-0.202637	-1.528089	-0.714215	-1.082949	-0.923496	0.109624	-0.571372	0.485002	-0.348802	-0.391987	-0.757399	-0.338837	-0.421885	0.199316	-0.322227	-0.867023	-0.850414	-0.122911	0.637811	-0.627845	0.777331	-0.950072	-0.199316	-0.518221	-0.621200	-0.534830	-0.315584	-0.431851	-0.116268	0.026575	-0.302295	-0.993257	-0.554762	-0.073082	-0.272399	-0.973325	-0.631166	-0.730824	-0.269076	-0.584660	-0.292329	-0.438495	-0.823838	-1.026476	-0.807229	-0.501611	2.936590	0.033219	-0.445138	0.245822	2.112745	-0.857057	-0.205960	-0.697605	0.029897	-0.697605
Probe 2791	-2.345279	-2.182510	-1.896820	-0.096336	-2.265550	5.391493	-2.657543	-2.986414	-2.737272	-2.627648	-2.421687	0.485002	-2.215726	-3.335215	-2.963163	-2.544597	-1.318806	-2.637613	0.089692	-3.371752	1.953298	-0.896921	-2.464868	-2.056278	-2.959841	0.132877	-1.687537	-2.036338	-2.398436	-3.036238	-2.275526	-1.850317	-2.029694	-1.156026	-4.451382	-1.474933	0.169418	-0.950072	-2.501416	-2.122710	-1.481576	-3.577713	-2.624327	-1.358666	-1.930036	0.269076	-0.478357	-2.690758	-2.302099	-1.381917	-2.680794	-1.900141	-1.614462	-2.743915	-2.484797	-2.258907	-1.813769	-1.853639	0.744112	-2.302099	-1.843674	1.411822
Probe 2792	-1.425109	-0.415240	-0.225891	0.305618	0.677673	0.690961	-0.790618	-2.129353	0.528187	1.119489	-1.156026	-0.538153	-0.073082	-0.152809	0.205960	-0.727503	-0.471714	0.089692	-0.408597	-1.222469	0.810550	-0.508255	-0.514898	-1.494862	-0.212603	-0.069760	0.830482	-0.372056	0.342159	-0.777331	-0.259110	-1.056373	-0.737468	-0.431851	-0.953393	-0.431851	-0.358768	-0.664386	-0.707571	0.265754	0.026575	-1.039764	0.159452	0.531509	-0.411919	0.767365	-0.813873	0.079726	-0.943427	-1.023153	-0.979968	0.468392	-0.089692	-0.574694	-0.348802	-0.494968	-0.664386	-0.551440	-0.425206	1.491541	-0.395310	0.036541
Probe 2793	-0.335514	0.667707	1.219148	1.259007	0.823838	2.903363	-1.581235	1.650999	-0.581338	-2.066243	-0.451782	-0.956715	0.315584	-1.215826	-1.734050	-0.933461	1.418465	0.202637	-0.973325	-1.335414	0.219247	-0.999900	-1.252363	-0.940106	1.268971	-0.368734	-0.797263	-1.278947	-1.129453	-0.853735	0.445138	0.591303	-1.033119	-1.627748	-1.979870	-0.541474	0.292329	-1.019832	-1.328771	1.132775	0.680996	-0.910208	-0.774009	-1.504838	-1.288912	-1.305520	-1.116167	0.262433	1.082949	-1.205861	-0.873667	0.989934	-0.249145	-0.624522	-0.455104	-0.219247	-0.621200	-1.494862	0.315584	0.126233	-1.272293	-1.046407
Probe 2794	-0.853735	0.129556	-0.076404	-0.235857	0.222569	-0.840448	-0.445138	-1.670929	0.428529	-0.312261	0.029897	1.292234	0.112945	-0.096336	0.318905	-0.528187	-0.016610	-0.009966	-0.890276	-0.674352	0.139521	-0.013288	-0.727503	0.073082	-1.398536	1.079626	0.940106	-0.348802	0.099658	0.086370	0.391987	-1.195896	0.186028	0.096336	0.109624	0.312261	-0.601269	0.481679	0.279042	1.783874	-0.305618	-0.358768	-0.262433	-0.680996	-0.627845	0.245822	-0.245822	0.308939	-1.727407	-0.671030	-0.607913	0.079726	0.408597	-0.624522	0.328871	-1.242399	0.348802	-0.518221	-0.372056	-0.122911	-0.857057	0.627845
Probe 2795	-0.016610	1.102881	-0.245822	1.036442	0.378700	0.375378	-0.215925	-3.102681	0.554762	-1.199218	-1.295555	-0.916852	0.641132	-0.797263	-0.611235	1.185932	-1.305520	-0.870346	0.318905	-1.066339	1.026476	-0.156131	-1.129453	-1.342058	-1.076304	0.372056	-0.086370	-0.089692	1.268971	-0.617879	-1.013189	-0.677673	-1.614462	-0.651098	-0.372056	1.043085	-1.053051	-1.464968	0.494968	0.345480	-0.900242	-0.421885	-0.368734	-0.498289	-0.740790	0.019932	1.013189	-0.295652	-1.979870	0.435172	0.272399	0.757399	0.910208	-0.551440	-1.272293	0.066439	-0.425206	-1.464968	0.352125	-0.093014	-0.302295	0.760722
Probe 2796	-0.611235	-0.332193	-0.654420	-0.883633	0.302295	-6.643856	-0.468392	-1.478254	0.000000	-0.873667	0.169418	-0.292329	-0.119590	-1.763945	-0.687639	-0.418563	1.418465	1.461646	-0.534830	-0.225891	-0.352125	1.245720	0.013288	-0.146165	-1.385249	1.192575	0.920174	-0.043185	0.531509	0.345480	0.378700	-0.757399	-0.026575	0.053151	1.338736	-0.730824	-0.720858	-0.199316	-0.056473	-0.202637	-0.704249	-0.358768	-0.541474	-1.232434	0.149487	0.524864	0.195994	0.956715	-0.475036	-0.195994	-1.086270	-0.445138	-0.176062	-0.458426	0.335514	-0.023253	-0.415240	-1.006544	0.249145	-0.119590	0.239179	0.186028
Probe 2797	-0.770688	0.521543	-0.043185	0.554762	0.631166	-0.677673	-0.225891	2.019730	0.950072	-1.242399	-0.338837	-0.315584	-1.680894	-0.827160	-0.375378	-0.352125	0.295652	1.003223	-0.332193	-1.029798	-0.641132	-0.910208	-0.099658	-0.182705	-1.195896	-0.292329	1.607819	-0.544796	-0.680996	-0.717537	0.488323	-0.235857	-1.322128	1.428430	0.358768	-0.657741	-0.202637	0.787297	0.212603	-0.096336	-0.315584	-0.750756	-0.225891	-0.023253	-0.259110	-0.335514	-1.003223	0.817195	-1.009866	-0.697605	-0.956715	-0.455104	-0.684317	0.059795	1.202540	0.079726	0.083048	-0.830482	-0.451782	0.000000	-1.464968	0.013288
Probe 2798	0.651098	0.521543	0.391987	-0.441817	-0.358768	0.000000	0.146165	0.049829	-0.544796	-0.405276	0.833804	-0.003322	-0.169418	-0.966681	0.232535	0.604591	-0.581338	-0.289008	-0.531509	-0.199316	-0.166096	-0.219247	-0.093014	1.870247	-0.385344	0.631166	-0.611235	-0.219247	0.043185	1.338736	0.471714	-0.289008	-0.491645	0.285686	-0.421885	0.999900	-0.322227	-0.382022	-0.438495	-0.880310	-0.335514	-0.637811	-0.730824	3.019630	-0.139521	1.278947	1.617783	0.023253	-0.886955	0.066439	-0.674352	-0.475036	0.481679	-0.199316	0.724180	1.102881	-0.421885	-0.568049	0.006644	-0.757399	0.000000	1.225791
Probe 2799	-0.345480	-1.325450	-1.335414	-0.192671	-0.587981	-1.797161	-1.567948	-3.408301	0.023253	0.541474	-0.425206	-0.176062	-0.521543	-0.843770	-0.943427	-0.498289	0.890276	-1.358666	-1.265650	-0.169418	-0.521543	0.358768	-1.461646	-0.245822	1.185932	-1.182610	2.049624	2.378495	-0.528187	0.073082	-0.395310	-1.949976	-0.043185	0.056473	-1.820412	-0.368734	-2.425009	0.229213	-0.076404	0.129556	-1.029798	-0.936784	-0.411919	-1.664286	-0.900242	1.076304	-0.833804	1.697502	-1.621105	0.960038	-0.627845	0.096336	0.614556	-1.647678	0.126233	-0.857057	0.292329	-0.674352	-1.056373	-0.538153	-1.159348	-0.049829
Probe 2800	-0.614556	-0.112945	0.043185	-0.033219	-0.764043	-0.219247	-0.780653	-1.009866	0.345480	-0.056473	-0.737468	-0.285686	-0.604591	-0.501611	-0.561406	-0.491645	-0.149487	-0.408597	0.275720	-0.584660	0.209282	-0.089692	1.169324	-0.073082	0.176062	-1.009866	-0.923496	0.584660	-0.870346	0.285686	-0.734146	1.358666	-0.003322	0.631166	-0.292329	0.112945	0.212603	0.312261	-0.259110	-0.511577	0.900242	0.727503	0.930140	-0.215925	-0.285686	-0.152809	-0.149487	-0.651098	1.541376	1.405179	-0.541474	0.192671	0.737468	-0.112945	0.109624	-0.199316	-0.036541	0.312261	0.139521	-0.016610	0.979968	0.162775
Probe 2801	-0.391987	-0.362090	0.156131	-0.441817	-0.494968	-0.059795	0.056473	0.106302	0.112945	0.259110	0.415240	1.249042	0.189350	-0.146165	0.003322	-0.139521	0.146165	0.212603	-0.315584	-0.059795	0.063117	0.298974	-0.332193	0.156131	-1.239077	0.249145	0.086370	-0.428529	0.043185	0.494968	0.385344	-0.910208	-0.275720	0.066439	-0.063117	0.179384	-1.464968	0.053151	0.581338	-0.023253	0.511577	0.013288	0.285686	-0.757399	0.089692	0.116268	0.584660	1.156026	-0.611235	-0.441817	0.023253	0.056473	0.066439	-1.770588	0.501611	-0.139521	-0.425206	-0.358768	0.289008	-0.083048	-0.797263	0.398631
Probe 2802	-0.886955	-0.252467	-0.079726	-0.142843	-0.880310	-0.408597	0.235857	-0.219247	-0.338837	-0.594625	-0.690961	0.172741	-0.262433	-1.670929	-0.112945	-0.192671	0.152809	-0.332193	-0.152809	0.076404	-0.401953	-0.129556	-0.913530	-0.803907	-2.943233	0.239179	-0.318905	-0.950072	-0.003322	-0.372056	1.129453	-0.289008	0.059795	-0.295652	-0.617879	-0.418563	0.312261	0.993257	0.019932	0.222569	0.275720	-0.073082	-0.116268	0.023253	0.056473	-0.521543	-0.043185	-0.345480	-0.654420	0.229213	0.089692	0.023253	0.026575	1.132775	-0.239179	0.152809	-0.684317	-0.312261	-0.269076	-0.169418	0.029897	-0.169418
